__source_pk,dt,code,codename,twname,cnname,enname,inname,janame,koname,thname,viname,hiname,msname,status,maintain,ps003,ps004,ps005,ps006,ps007,ps008,ps009,ps010,ps011,source_db,source_table,ods_table_name,sync_time
e327b1649d06bf74fceb4fe73f83bdba,2026-07-23,5031,EG,WM電子5031,WM电子5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,1,N,0.00,10,100000,50,0,0,0,0,0,a168,partner_type,ods_a168_partner_type,2026-07-23 04:32:45
