__source_pk,dt,lacc01,lacc02,lacc03,op_utp,lacc04,lacc05,lacc06,lacc07,lacc08,lacc09,lacc10,lacc11,pointtype,source_db,source_table,ods_table_name,sync_time
619,2017-11-03,619,7,15015,,0,0,-5.0000,2017-11-03 10:39:18,,15.0000,161,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:06:54
625,2017-11-03,625,1,1,,0,2,1000.0000,2017-11-03 11:37:52,,100000.0000,0,0.0000,1,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:06:54
631,2017-11-03,631,5,126,,0,2,1000.0000,2017-11-03 11:39:35,,0.0000,125,13900.0000,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:06:54
4487,2017-12-22,4487,7,47668,,0,0,30.0000,2017-12-22 00:10:40,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4493,2017-12-22,4493,7,43397,,0,0,1000.0000,2017-12-22 00:27:22,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4498,2017-12-22,4498,7,47668,,0,0,36.0000,2017-12-22 00:35:35,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4502,2017-12-22,4502,7,47668,,0,0,50.0000,2017-12-22 00:48:07,,1.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4509,2017-12-22,4509,7,41309,,3,454,999999.9999,2017-12-22 01:04:02,,34900.0000,455,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4516,2017-12-22,4516,7,46762,,0,0,-1018.0000,2017-12-22 01:13:11,,1018.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4521,2017-12-22,4521,7,45126,,0,0,88.0000,2017-12-22 01:30:44,,2.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4535,2017-12-22,4535,7,41434,,0,0,100.0000,2017-12-22 02:43:57,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4540,2017-12-22,4540,7,45648,,0,0,-2327.0000,2017-12-22 04:34:41,,2327.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4554,2017-12-22,4554,7,48154,,0,0,25.0000,2017-12-22 08:29:01,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4563,2017-12-22,4563,7,25794,,0,0,20.0000,2017-12-22 08:58:15,,0.0000,305,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4568,2017-12-22,4568,7,49190,,0,0,25.0000,2017-12-22 09:08:21,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4577,2017-12-22,4577,7,41434,,0,0,100.0000,2017-12-22 10:35:50,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4582,2017-12-22,4582,7,49190,,0,0,-400.0000,2017-12-22 11:07:34,,400.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4589,2017-12-22,4589,7,18426,,0,0,1000.0000,2017-12-22 12:37:27,,0.0000,291,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4596,2017-12-22,4596,7,40628,,0,0,350.0000,2017-12-22 12:56:15,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4606,2017-12-22,4606,7,48154,,0,0,-104.0000,2017-12-22 14:34:10,,104.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4612,2017-12-22,4612,7,41434,,0,0,500.0000,2017-12-22 14:53:59,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4619,2017-12-22,4619,7,48154,,0,0,9000.0000,2017-12-22 14:59:23,,10000.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4625,2017-12-22,4625,7,48154,,0,0,10000.0000,2017-12-22 15:02:23,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4631,2017-12-22,4631,7,47668,,0,0,30.0000,2017-12-22 15:57:11,,1.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4644,2017-12-22,4644,7,31015,,0,0,1.0000,2017-12-22 16:55:24,,0.0000,384,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4650,2017-12-22,4650,7,49709,,0,0,200.0000,2017-12-22 17:10:24,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4667,2017-12-22,4667,7,41294,,0,0,-1000.0000,2017-12-22 19:33:21,,2000.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4673,2017-12-22,4673,7,49718,,0,0,600.0000,2017-12-22 20:10:47,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4678,2017-12-22,4678,7,49890,,0,0,-25.0000,2017-12-22 20:29:53,,25.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4686,2017-12-22,4686,7,48154,,0,0,-6420.0000,2017-12-22 21:09:18,,6420.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4692,2017-12-22,4692,7,42535,,0,0,140.0000,2017-12-22 21:47:18,,1.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4699,2017-12-22,4699,7,47668,,0,0,-51.0000,2017-12-22 21:55:35,,101.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4703,2017-12-22,4703,7,47668,,0,0,26.0000,2017-12-22 22:06:38,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4708,2017-12-22,4708,7,48617,,0,0,100.0000,2017-12-22 22:23:17,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4717,2017-12-22,4717,7,48617,,0,0,100.0000,2017-12-22 22:57:25,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
4720,2017-12-22,4720,7,47668,,0,0,31.0000,2017-12-22 23:10:30,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:31:31
25934,2018-01-27,25934,7,40619,,0,0,30.0000,2018-01-27 00:18:26,,1007.0000,384,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
25941,2018-01-27,25941,7,65598,,0,0,300.0000,2018-01-27 00:28:01,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
25955,2018-01-27,25955,7,74933,,0,0,170.0000,2018-01-27 01:04:57,,1.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
25962,2018-01-27,25962,7,78482,,0,0,-500.0000,2018-01-27 01:13:46,,500.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
25969,2018-01-27,25969,7,85856,,0,0,30.0000,2018-01-27 01:39:54,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
25976,2018-01-27,25976,7,84900,,0,0,500.0000,2018-01-27 01:59:50,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
25983,2018-01-27,25983,7,38232,,0,0,400.0000,2018-01-27 02:08:47,,10.0000,384,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
25988,2018-01-27,25988,7,82583,,4,596,-500.0000,2018-01-27 02:15:17,,1000.0000,596,43000.0000,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
25997,2018-01-27,25997,7,63029,,0,0,100.0000,2018-01-27 02:29:56,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26007,2018-01-27,26007,7,62818,,0,0,350.0000,2018-01-27 02:56:39,,0.0000,479,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26013,2018-01-27,26013,7,47222,,0,0,-400.0000,2018-01-27 03:04:30,,3666.0000,384,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26018,2018-01-27,26018,7,85905,,0,0,808.0000,2018-01-27 03:15:37,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26024,2018-01-27,26024,7,84900,,0,0,500.0000,2018-01-27 03:37:09,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26030,2018-01-27,26030,7,68717,,0,0,-199.0000,2018-01-27 03:43:25,,200.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26045,2018-01-27,26045,7,59429,,0,0,63.0000,2018-01-27 04:29:00,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26051,2018-01-27,26051,7,31395,,0,0,3000.0000,2018-01-27 04:43:08,,0.0000,384,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26066,2018-01-27,26066,7,62818,,0,0,1006.0000,2018-01-27 05:32:23,,1.0000,479,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26072,2018-01-27,26072,7,85955,,0,0,-38.0000,2018-01-27 05:59:05,,38.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26079,2018-01-27,26079,7,85958,,0,0,63.0000,2018-01-27 06:15:07,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26087,2018-01-27,26087,7,56182,,0,0,-1700.0000,2018-01-27 06:56:09,,1700.0000,384,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26093,2018-01-27,26093,7,85966,,0,0,-7.0000,2018-01-27 07:21:20,,7.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26098,2018-01-27,26098,7,82069,,0,0,-570.0000,2018-01-27 07:47:07,,570.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26102,2018-01-27,26102,7,81809,,0,0,7002.0000,2018-01-27 08:15:24,,1.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
