__source_pk,dt,lacc01,lacc02,lacc03,op_utp,lacc04,lacc05,lacc06,lacc07,lacc08,lacc09,lacc10,lacc11,pointtype,source_db,source_table,ods_table_name,sync_time
26109,2018-01-27,26109,7,69407,,0,0,600.0000,2018-01-27 08:53:03,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26116,2018-01-27,26116,7,73415,,0,0,200.0000,2018-01-27 09:19:35,,0.0000,392,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26121,2018-01-27,26121,7,65506,,0,0,-913.0000,2018-01-27 09:26:25,,914.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26135,2018-01-27,26135,7,70462,,0,0,-100.0000,2018-01-27 10:00:06,,100.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26140,2018-01-27,26140,7,72658,,0,0,-135.0000,2018-01-27 10:07:41,,135.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26154,2018-01-27,26154,7,86055,,0,0,27.0000,2018-01-27 10:43:37,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26163,2018-01-27,26163,7,86064,,0,0,40.0000,2018-01-27 10:59:24,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26168,2018-01-27,26168,7,65598,,0,0,300.0000,2018-01-27 11:10:50,,5.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26177,2018-01-27,26177,7,42134,,0,0,100.0000,2018-01-27 11:21:33,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26182,2018-01-27,26182,7,42134,,0,0,-100.0000,2018-01-27 11:33:11,,100.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26189,2018-01-27,26189,7,86105,,0,0,30.0000,2018-01-27 11:45:16,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26196,2018-01-27,26196,7,65506,,0,0,24.0000,2018-01-27 11:58:31,,535.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26206,2018-01-27,26206,7,86127,,0,0,500.0000,2018-01-27 12:18:20,,0.0000,392,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26212,2018-01-27,26212,7,65598,,0,0,600.0000,2018-01-27 12:26:42,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26219,2018-01-27,26219,7,85044,,0,0,198.0000,2018-01-27 12:46:19,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26225,2018-01-27,26225,7,86159,,0,0,-200.0000,2018-01-27 12:47:21,,200.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26231,2018-01-27,26231,7,65506,,0,0,61.0000,2018-01-27 12:52:34,,450.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26244,2018-01-27,26244,7,45237,,0,0,-150.0000,2018-01-27 13:02:26,,150.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26250,2018-01-27,26250,7,83178,,0,0,676.0000,2018-01-27 13:06:12,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26267,2018-01-27,26267,7,77999,,0,0,1000.0000,2018-01-27 13:22:56,,830.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26273,2018-01-27,26273,7,67983,,0,0,-2000.0000,2018-01-27 13:31:56,,2000.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26278,2018-01-27,26278,7,45825,,0,0,1000.0000,2018-01-27 13:38:23,,1.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26286,2018-01-27,26286,7,86221,,0,0,1350.0000,2018-01-27 13:49:55,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26292,2018-01-27,26292,7,86228,,0,0,-100.0000,2018-01-27 13:55:44,,100.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26299,2018-01-27,26299,7,73372,,0,0,-750.0000,2018-01-27 14:07:17,,750.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26303,2018-01-27,26303,7,84690,,0,0,-20.0000,2018-01-27 14:08:34,,30.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26308,2018-01-27,26308,7,70937,,0,0,-235.0000,2018-01-27 14:13:34,,235.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26317,2018-01-27,26317,7,86252,,0,0,25.0000,2018-01-27 14:20:32,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26320,2018-01-27,26320,7,86252,,0,0,-25.0000,2018-01-27 14:21:16,,25.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26334,2018-01-27,26334,7,53622,,0,0,-60.0000,2018-01-27 14:33:22,,160.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26341,2018-01-27,26341,7,86214,,0,0,-40.0000,2018-01-27 14:43:42,,41.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26355,2018-01-27,26355,7,78207,,0,0,-753.0000,2018-01-27 15:02:58,,753.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26362,2018-01-27,26362,7,86289,,0,0,200.0000,2018-01-27 15:10:00,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26369,2018-01-27,26369,7,73067,,0,0,100.0000,2018-01-27 15:26:05,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26376,2018-01-27,26376,7,69407,,0,0,500.0000,2018-01-27 15:39:29,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26383,2018-01-27,26383,7,67983,,0,0,-2330.0000,2018-01-27 15:43:45,,2330.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26388,2018-01-27,26388,7,69407,,0,0,500.0000,2018-01-27 15:49:38,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26397,2018-01-27,26397,7,69407,,0,0,600.0000,2018-01-27 15:58:10,,0.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26405,2018-01-27,26405,7,85943,,0,0,-50.0000,2018-01-27 16:08:11,,100.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26411,2018-01-27,26411,7,82391,,0,0,150.0000,2018-01-27 16:21:36,,1.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26426,2018-01-27,26426,7,59116,,0,0,-500.0000,2018-01-27 16:39:08,,1801.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26432,2018-01-27,26432,7,46310,,0,0,150.0000,2018-01-27 16:54:16,,0.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26439,2018-01-27,26439,7,80576,,0,0,40.0000,2018-01-27 16:59:31,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26447,2018-01-27,26447,7,75320,,0,0,-4.0000,2018-01-27 17:07:55,,4.0000,384,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26453,2018-01-27,26453,4,639,,3,578,-50000.0000,2018-01-27 17:21:37,,100000.0000,578,0.0000,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26458,2018-01-27,26458,7,51782,,0,0,-337.0000,2018-01-27 17:25:40,,353.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26464,2018-01-27,26464,7,59116,,0,0,-500.0000,2018-01-27 17:30:15,,1704.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26470,2018-01-27,26470,7,47245,,0,0,100.0000,2018-01-27 17:40:50,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26485,2018-01-27,26485,7,65506,,0,0,252.0000,2018-01-27 17:56:10,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26491,2018-01-27,26491,7,86437,,0,0,303.0000,2018-01-27 18:03:34,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26500,2018-01-27,26500,7,68800,,0,0,286.0000,2018-01-27 18:13:58,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26514,2018-01-27,26514,7,66053,,0,0,40.0000,2018-01-27 18:34:23,,4.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26523,2018-01-27,26523,7,82391,,0,0,-30.0000,2018-01-27 18:48:59,,31.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26528,2018-01-27,26528,7,80598,,0,0,10.0000,2018-01-27 18:54:03,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26537,2018-01-27,26537,7,69407,,0,0,-4.0000,2018-01-27 19:02:34,,4.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26542,2018-01-27,26542,7,65128,,0,0,10.0000,2018-01-27 19:07:43,,191.0000,162,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26549,2018-01-27,26549,7,86478,,0,0,-16.0000,2018-01-27 19:14:41,,16.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26556,2018-01-27,26556,7,58867,,0,0,10.0000,2018-01-27 19:24:07,,167.0000,162,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26561,2018-01-27,26561,7,69379,,0,0,101.0000,2018-01-27 19:27:43,,8.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26575,2018-01-27,26575,7,50191,,0,0,100.0000,2018-01-27 19:46:30,,0.0000,424,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26580,2018-01-27,26580,7,84905,,0,0,-530.0000,2018-01-27 19:55:50,,530.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26594,2018-01-27,26594,3,712,,1,516,200000.0000,2018-01-27 20:28:55,,0.0000,575,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26604,2018-01-27,26604,7,75018,,0,0,30.0000,2018-01-27 20:40:43,,1.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26610,2018-01-27,26610,7,45746,,0,0,500.0000,2018-01-27 21:00:05,,0.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26627,2018-01-27,26627,7,74362,,0,0,37.0000,2018-01-27 21:25:54,,1.0000,392,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26633,2018-01-27,26633,7,59116,,0,0,500.0000,2018-01-27 21:33:00,,909.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26638,2018-01-27,26638,7,42228,,0,0,-79.0000,2018-01-27 21:34:30,,79.0000,420,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26646,2018-01-27,26646,7,86551,,0,0,-30.0000,2018-01-27 21:43:49,,90.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26652,2018-01-27,26652,7,84468,,0,0,-374.0000,2018-01-27 21:51:53,,374.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26659,2018-01-27,26659,7,86583,,0,0,1020.0000,2018-01-27 21:55:28,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26665,2018-01-27,26665,7,86583,,0,0,-1020.0000,2018-01-27 22:00:22,,1020.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26671,2018-01-27,26671,7,45746,,0,0,400.0000,2018-01-27 22:05:46,,0.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26684,2018-01-27,26684,7,45746,,0,0,500.0000,2018-01-27 22:15:54,,0.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26690,2018-01-27,26690,7,86575,,0,0,57.0000,2018-01-27 22:22:20,,772.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26701,2018-01-27,26701,7,47063,,0,0,-10527.0000,2018-01-27 22:35:03,,10527.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26715,2018-01-27,26715,7,82449,,0,0,200.0000,2018-01-27 23:03:52,,0.0000,479,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26722,2018-01-27,26722,7,86551,,0,0,-60.0000,2018-01-27 23:11:29,,60.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26729,2018-01-27,26729,7,72995,,0,0,-4.0000,2018-01-27 23:17:52,,4.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26736,2018-01-27,26736,7,59116,,0,0,-500.0000,2018-01-27 23:24:15,,1703.0000,435,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26743,2018-01-27,26743,7,86638,,0,0,40.0000,2018-01-27 23:35:10,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26748,2018-01-27,26748,7,86641,,0,0,4559.0000,2018-01-27 23:37:24,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
26757,2018-01-27,26757,7,67381,,0,0,5.0000,2018-01-27 23:48:43,,0.0000,438,999999.9999,0,a168,log_age_cash_change,ods_a168_log_age_cash_change,2026-05-21 19:32:13
