__source_pk,dt,id,gid,starttime,min,max,percent,frequency,remaining,status,operator,optime,source_db,source_table,ods_table_name,sync_time
c4ca4238a0b923820dcc509a6f75849b,2018-12-06,1,101,2018-12-11 12:00:00,1,1,1,1,1,1,9,2018-12-06 11:16:25,a168,jackpot,ods_a168_jackpot,2026-05-19 18:57:14
