__source_pk,dt,id,gid,t_number,people,time,source_db,source_table,ods_table_name,sync_time
8547,2021-04-19,8547,101,6,25,2021-04-19 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8553,2021-04-19,8553,101,35,14,2021-04-19 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8558,2021-04-19,8558,101,103,19,2021-04-19 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8564,2021-04-19,8564,101,501,13,2021-04-19 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8570,2021-04-19,8570,102,31,31,2021-04-19 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8585,2021-04-19,8585,101,7,25,2021-04-19 01:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8591,2021-04-19,8591,101,36,14,2021-04-19 01:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8601,2021-04-19,8601,101,343,25,2021-04-19 01:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8615,2021-04-19,8615,110,1,19,2021-04-19 01:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8622,2021-04-19,8622,101,6,23,2021-04-19 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8629,2021-04-19,8629,101,36,20,2021-04-19 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8636,2021-04-19,8636,101,108,1,2021-04-19 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8643,2021-04-19,8643,101,505,10,2021-04-19 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8648,2021-04-19,8648,104,1,55,2021-04-19 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8657,2021-04-19,8657,101,2,6,2021-04-19 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8660,2021-04-19,8660,101,6,11,2021-04-19 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8674,2021-04-19,8674,101,108,4,2021-04-19 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8681,2021-04-19,8681,101,505,5,2021-04-19 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8695,2021-04-19,8695,101,3,17,2021-04-19 04:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8704,2021-04-19,8704,101,37,9,2021-04-19 04:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8710,2021-04-19,8710,101,108,5,2021-04-19 04:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8727,2021-04-19,8727,110,1,3,2021-04-19 04:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8733,2021-04-19,8733,101,6,12,2021-04-19 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8738,2021-04-19,8738,101,35,24,2021-04-19 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8746,2021-04-19,8746,101,108,8,2021-04-19 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8752,2021-04-19,8752,101,503,10,2021-04-19 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8759,2021-04-19,8759,107,1,13,2021-04-19 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8765,2021-04-19,8765,101,2,20,2021-04-19 06:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8771,2021-04-19,8771,101,31,7,2021-04-19 06:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8784,2021-04-19,8784,101,342,16,2021-04-19 06:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8790,2021-04-19,8790,101,506,4,2021-04-19 06:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8802,2021-04-19,8802,101,1,10,2021-04-19 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8809,2021-04-19,8809,101,31,13,2021-04-19 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8816,2021-04-19,8816,101,102,16,2021-04-19 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8821,2021-04-19,8821,101,341,20,2021-04-19 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8835,2021-04-19,8835,108,1,43,2021-04-19 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8840,2021-04-19,8840,101,1,69,2021-04-19 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8854,2021-04-19,8854,101,102,9,2021-04-19 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8863,2021-04-19,8863,101,502,20,2021-04-19 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8868,2021-04-19,8868,102,31,42,2021-04-19 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8877,2021-04-19,8877,128,1,1,2021-04-19 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8882,2021-04-19,8882,101,6,21,2021-04-19 09:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8889,2021-04-19,8889,101,36,15,2021-04-19 09:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8896,2021-04-19,8896,101,108,20,2021-04-19 09:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8907,2021-04-19,8907,103,1,37,2021-04-19 09:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8913,2021-04-19,8913,110,1,16,2021-04-19 09:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8918,2021-04-19,8918,101,3,24,2021-04-19 10:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8924,2021-04-19,8924,101,32,32,2021-04-19 10:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8930,2021-04-19,8930,101,102,28,2021-04-19 10:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8945,2021-04-19,8945,103,1,50,2021-04-19 10:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8951,2021-04-19,8951,110,1,20,2021-04-19 10:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8966,2021-04-19,8966,101,101,40,2021-04-19 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8972,2021-04-19,8972,101,341,38,2021-04-19 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8979,2021-04-19,8979,101,506,4,2021-04-19 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8987,2021-04-19,8987,108,2,96,2021-04-19 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8993,2021-04-19,8993,101,3,34,2021-04-19 15:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
8998,2021-04-19,8998,101,31,16,2021-04-19 15:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9004,2021-04-19,9004,101,102,29,2021-04-19 15:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9010,2021-04-19,9010,101,115,6,2021-04-19 15:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9027,2021-04-19,9027,110,1,26,2021-04-19 15:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9033,2021-04-19,9033,101,5,39,2021-04-19 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9038,2021-04-19,9038,101,32,35,2021-04-19 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9046,2021-04-19,9046,101,106,17,2021-04-19 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9052,2021-04-19,9052,101,343,56,2021-04-19 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9059,2021-04-19,9059,102,3,46,2021-04-19 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9065,2021-04-19,9065,108,1,131,2021-04-19 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9071,2021-04-19,9071,101,2,85,2021-04-19 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9084,2021-04-19,9084,101,103,28,2021-04-19 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9090,2021-04-19,9090,101,342,16,2021-04-19 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9101,2021-04-19,9101,105,31,9,2021-04-19 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9115,2021-04-19,9115,101,31,4,2021-04-19 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9122,2021-04-19,9122,101,103,4,2021-04-19 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9129,2021-04-19,9129,101,342,29,2021-04-19 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9136,2021-04-19,9136,102,1,39,2021-04-19 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9143,2021-04-19,9143,108,1,108,2021-04-19 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9148,2021-04-19,9148,101,1,89,2021-04-19 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9157,2021-04-19,9157,101,33,7,2021-04-19 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9160,2021-04-19,9160,101,37,24,2021-04-19 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9174,2021-04-19,9174,101,503,6,2021-04-19 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9181,2021-04-19,9181,104,1,115,2021-04-19 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9195,2021-04-19,9195,101,8,52,2021-04-19 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9205,2021-04-19,9205,101,105,27,2021-04-19 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9211,2021-04-19,9211,101,342,26,2021-04-19 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9226,2021-04-19,9226,108,2,107,2021-04-19 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9232,2021-04-19,9232,101,3,41,2021-04-19 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9239,2021-04-19,9239,101,33,31,2021-04-19 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9247,2021-04-19,9247,101,106,17,2021-04-19 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9253,2021-04-19,9253,101,343,43,2021-04-19 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9258,2021-04-19,9258,101,506,12,2021-04-19 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9264,2021-04-19,9264,105,31,5,2021-04-19 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9270,2021-04-19,9270,128,1,4,2021-04-19 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9285,2021-04-19,9285,101,102,19,2021-04-19 22:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9291,2021-04-19,9291,101,115,145,2021-04-19 22:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9300,2021-04-19,9300,102,1,107,2021-04-19 22:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9314,2021-04-19,9314,101,3,6,2021-04-19 23:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9323,2021-04-19,9323,101,36,11,2021-04-19 23:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9328,2021-04-19,9328,101,105,4,2021-04-19 23:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9337,2021-04-19,9337,101,505,11,2021-04-19 23:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9342,2021-04-19,9342,104,1,125,2021-04-19 23:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
9349,2021-04-19,9349,128,1,4,2021-04-19 23:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32650,2021-05-16,32650,101,1,103,2021-05-16 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32667,2021-05-16,32667,101,106,15,2021-05-16 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32673,2021-05-16,32673,101,502,28,2021-05-16 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32678,2021-05-16,32678,102,31,35,2021-05-16 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32686,2021-05-16,32686,111,1,14,2021-05-16 00:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32692,2021-05-16,32692,101,6,7,2021-05-16 01:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32699,2021-05-16,32699,101,36,25,2021-05-16 01:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32703,2021-05-16,32703,101,103,2,2021-05-16 01:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32708,2021-05-16,32708,101,343,47,2021-05-16 01:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32717,2021-05-16,32717,104,1,82,2021-05-16 01:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32720,2021-05-16,32720,108,1,60,2021-05-16 01:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32734,2021-05-16,32734,101,33,11,2021-05-16 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32741,2021-05-16,32741,101,105,5,2021-05-16 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32755,2021-05-16,32755,104,1,67,2021-05-16 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32762,2021-05-16,32762,128,1,1,2021-05-16 02:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32769,2021-05-16,32769,101,8,30,2021-05-16 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32776,2021-05-16,32776,101,102,5,2021-05-16 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32783,2021-05-16,32783,101,343,17,2021-05-16 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32788,2021-05-16,32788,101,506,6,2021-05-16 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32797,2021-05-16,32797,111,1,4,2021-05-16 03:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32805,2021-05-16,32805,101,8,28,2021-05-16 04:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32811,2021-05-16,32811,101,37,15,2021-05-16 04:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32826,2021-05-16,32826,102,31,9,2021-05-16 04:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32832,2021-05-16,32832,108,2,27,2021-05-16 04:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32839,2021-05-16,32839,101,5,29,2021-05-16 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32847,2021-05-16,32847,101,36,11,2021-05-16 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32853,2021-05-16,32853,101,106,1,2021-05-16 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32858,2021-05-16,32858,101,501,13,2021-05-16 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32864,2021-05-16,32864,102,31,12,2021-05-16 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32870,2021-05-16,32870,108,2,15,2021-05-16 05:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32885,2021-05-16,32885,101,37,18,2021-05-16 06:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32891,2021-05-16,32891,101,108,9,2021-05-16 06:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32900,2021-05-16,32900,102,1,28,2021-05-16 06:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32914,2021-05-16,32914,101,6,26,2021-05-16 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32923,2021-05-16,32923,101,101,14,2021-05-16 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32928,2021-05-16,32928,101,108,3,2021-05-16 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32937,2021-05-16,32937,102,1,29,2021-05-16 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32942,2021-05-16,32942,107,1,20,2021-05-16 07:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32949,2021-05-16,32949,101,2,75,2021-05-16 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32956,2021-05-16,32956,101,32,35,2021-05-16 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32961,2021-05-16,32961,101,101,6,2021-05-16 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32975,2021-05-16,32975,102,1,47,2021-05-16 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32980,2021-05-16,32980,107,1,20,2021-05-16 08:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
32994,2021-05-16,32994,101,32,23,2021-05-16 09:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33003,2021-05-16,33003,101,106,21,2021-05-16 09:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33008,2021-05-16,33008,101,501,77,2021-05-16 09:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33017,2021-05-16,33017,105,31,5,2021-05-16 09:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33020,2021-05-16,33020,108,2,69,2021-05-16 09:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33034,2021-05-16,33034,101,35,18,2021-05-16 10:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33041,2021-05-16,33041,101,108,15,2021-05-16 10:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33055,2021-05-16,33055,107,1,27,2021-05-16 10:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33062,2021-05-16,33062,101,2,89,2021-05-16 11:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33069,2021-05-16,33069,101,32,13,2021-05-16 11:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33076,2021-05-16,33076,101,103,2,2021-05-16 11:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33083,2021-05-16,33083,101,501,11,2021-05-16 11:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33088,2021-05-16,33088,102,1,41,2021-05-16 11:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33097,2021-05-16,33097,111,1,7,2021-05-16 11:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33106,2021-05-16,33106,101,31,28,2021-05-16 12:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33112,2021-05-16,33112,101,101,35,2021-05-16 12:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33119,2021-05-16,33119,101,342,41,2021-05-16 12:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33125,2021-05-16,33125,101,506,10,2021-05-16 12:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33131,2021-05-16,33131,107,1,38,2021-05-16 12:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33144,2021-05-16,33144,101,31,39,2021-05-16 13:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33150,2021-05-16,33150,101,101,33,2021-05-16 13:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33167,2021-05-16,33167,104,1,138,2021-05-16 13:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33173,2021-05-16,33173,111,1,9,2021-05-16 13:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33178,2021-05-16,33178,101,5,3,2021-05-16 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33186,2021-05-16,33186,101,36,56,2021-05-16 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33192,2021-05-16,33192,101,106,12,2021-05-16 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33199,2021-05-16,33199,101,503,23,2021-05-16 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33202,2021-05-16,33202,102,1,19,2021-05-16 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33209,2021-05-16,33209,108,2,126,2021-05-16 14:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33216,2021-05-16,33216,101,5,199,2021-05-16 15:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33221,2021-05-16,33221,101,32,18,2021-05-16 15:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33235,2021-05-16,33235,101,501,35,2021-05-16 15:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33240,2021-05-16,33240,102,1,55,2021-05-16 15:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33254,2021-05-16,33254,101,3,1,2021-05-16 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33263,2021-05-16,33263,101,36,30,2021-05-16 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33268,2021-05-16,33268,101,105,6,2021-05-16 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33277,2021-05-16,33277,101,502,24,2021-05-16 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33282,2021-05-16,33282,102,3,7,2021-05-16 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33289,2021-05-16,33289,108,2,94,2021-05-16 16:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33296,2021-05-16,33296,101,5,56,2021-05-16 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33307,2021-05-16,33307,101,102,17,2021-05-16 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33313,2021-05-16,33313,101,115,204,2021-05-16 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33318,2021-05-16,33318,101,502,23,2021-05-16 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33324,2021-05-16,33324,102,31,24,2021-05-16 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33330,2021-05-16,33330,108,2,73,2021-05-16 17:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33345,2021-05-16,33345,101,36,26,2021-05-16 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33351,2021-05-16,33351,101,106,12,2021-05-16 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33366,2021-05-16,33366,103,1,47,2021-05-16 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33372,2021-05-16,33372,110,1,30,2021-05-16 18:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33379,2021-05-16,33379,101,6,55,2021-05-16 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33387,2021-05-16,33387,101,37,41,2021-05-16 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33393,2021-05-16,33393,101,108,22,2021-05-16 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33398,2021-05-16,33398,101,343,86,2021-05-16 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33401,2021-05-16,33401,101,503,20,2021-05-16 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33415,2021-05-16,33415,128,1,4,2021-05-16 19:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33422,2021-05-16,33422,101,8,38,2021-05-16 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33429,2021-05-16,33429,101,101,24,2021-05-16 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33436,2021-05-16,33436,101,115,109,2021-05-16 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33443,2021-05-16,33443,101,505,25,2021-05-16 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33448,2021-05-16,33448,103,1,84,2021-05-16 20:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33457,2021-05-16,33457,101,1,110,2021-05-16 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33460,2021-05-16,33460,101,5,50,2021-05-16 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33474,2021-05-16,33474,101,108,20,2021-05-16 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33481,2021-05-16,33481,101,502,1,2021-05-16 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33495,2021-05-16,33495,111,1,12,2021-05-16 21:59:02,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33504,2021-05-16,33504,101,31,51,2021-05-16 22:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33510,2021-05-16,33510,101,101,66,2021-05-16 22:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
33527,2021-05-16,33527,102,3,59,2021-05-16 22:59:01,a168,game_statistics,ods_a168_game_statistics,2026-05-22 16:11:39
