__source_pk,dt,roleid,permissionid,status,lastmodifytime,source_db,source_table,ods_table_name,sync_time
a197e0d8268e091dc6c96af88aab5803,2017-08-28,4,32,0,2017-08-28 17:17:15,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
cf51f34b8ce9f4d4f45b0e0562263bfd,2017-08-28,4,12,0,2017-08-28 17:17:15,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
0d0c7f45560c519ca002c09dffcd904d,2019-01-02,18,41,1,2019-01-02 11:19:35,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
5b30557da64d3050185c5af8538a4de9,2020-08-27,2,43,1,2020-08-27 08:36:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
db417f69b58ce788ed3e480050130a92,2020-08-27,1,47,0,2020-08-27 09:01:17,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
dafb44f9818e20d6519ccdcc740688b9,2020-03-30,27,39,0,2020-03-30 16:44:25,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
fdf4b52e077aca5da4d8cb84e4ba74cf,2020-03-30,27,57,0,2020-03-30 16:06:53,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
0b6887ca1ad2932bcefd5479600a7b25,2026-04-03,41,74,1,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-05-19 18:34:16
105fc58e808df0cd5f633020844e0253,2026-04-03,41,11,1,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-05-19 18:34:16
3ddf5e57068d949fd79e75b49f666c31,2026-04-03,41,99,1,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-05-19 18:34:16
69f1a392e21419db2335112005ea8603,2026-04-03,41,87,1,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-05-19 18:34:16
70c2ebf1998040eae3aedf8bdde5cf7c,2026-04-03,41,47,1,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-05-19 18:34:16
772956d0bdc0b5afa23e92c7259991da,2026-04-03,41,138,1,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-05-19 18:34:16
9496dd0a223f712f4a9d2f3fba4a0ab0,2026-04-03,41,39,1,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-05-19 18:34:16
c69b0dd908300692c6c39202dfeae803,2026-04-03,41,34,1,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-05-19 18:34:16
d2b8ec1a3c911187d0fddd017504d7e5,2026-04-03,41,41,0,2026-04-03 09:52:19,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
7d05ef9f6c95611dcfcc79f00a51c6bd,2025-12-27,28,80,0,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
9a64ce4da687b801d8da9576cfdf24eb,2025-12-27,28,50,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
b5541b53b4f5e135c565339ba8384ace,2025-12-27,28,84,0,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
ebf65b9032bf322f70a56bbd7daa1502,2025-12-27,28,12,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
f221bee6d3b5870a9bd1b55df276a687,2025-12-27,28,7,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
f5d41c5de8fc8560e07dfdbcd6830d8b,2025-12-27,28,125,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
5ed822fddc81127c1f7303e4cb92cbf0,2022-10-31,40,12,1,2022-10-31 19:31:01,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
49b8726dcc5680488fda6692ecd74598,2025-03-14,1,101,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
4e55a6ec242898a4d133f4c7d6f21be8,2025-03-14,1,68,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
54f91d120a59c7009bc83eeed12d5bf6,2025-03-14,1,55,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
f1734b640f11208390db7c8111607884,2025-03-14,1,44,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
f387875ecfdfa95e219a50ee30546d16,2025-03-14,1,92,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
402a65fb5d9ba6c5b346cd9c4bf3e286,2025-12-27,28,135,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
caa9368d460db3452db589eee8823446,2025-12-27,28,11,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
940d0fb761b041e79b4a695198c2ad02,2026-05-12,21,130,1,2026-05-12 10:07:31,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
b585233ae54de4bb0227778c3b01c3c9,2026-05-12,21,16,1,2026-05-12 10:07:31,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
bde7ded140d0d3de448558f216974feb,2026-05-12,21,77,1,2026-05-12 10:07:31,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
d9cbde57377a9462b759b834b7102b5f,2026-05-12,21,137,1,2026-05-12 10:07:31,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
eeb38c0f1ca93555fb56c36d43decc1f,2026-05-12,21,134,1,2026-05-12 10:07:31,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
505744d6803c3d888229a3c23ce40f45,2025-03-27,37,18,1,2025-03-27 10:40:42,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
eb667220892ffabfae9042c1e26e067c,2025-03-27,37,7,1,2025-03-27 10:40:42,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
10ca5e11ee7e9dd39600719037b52a67,2025-07-31,22,48,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
2561aa4069c251b34af6921fa213859b,2025-07-31,22,70,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
3245a45ef605bfb8a4723529e8663864,2025-07-31,22,75,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
32c89ee349b8091ceedba9ca602f181e,2025-07-31,22,68,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
7454d09362933697d512c73349a6a25d,2025-07-31,22,74,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
b579197e1dc2bcd1b9f7da9e8c98915d,2025-07-31,22,92,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
dd1e5b7d958dabfe38376f7f37db94ac,2025-07-31,22,52,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
05657ccfd1c677f49636d9edec45713d,2020-04-23,11,39,0,2020-04-23 20:46:37,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
f05f68d02f4e8a5507bd60b604741fea,2020-04-23,24,73,0,2020-04-23 20:48:56,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
1053c51af4f31e65d98926d318a477aa,2025-04-02,39,63,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
f97960d1f43194963a46c0679e05e584,2025-04-02,39,132,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
6ea014319e3df1954015b9dbce849155,2025-03-26,21,80,0,2025-03-26 10:23:12,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
8a784b5b568f900e6f484ae429d7baa8,2025-03-26,21,94,0,2025-03-26 10:55:04,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
c982013c97f0b9db8f9bc675c52b2ed6,2025-03-26,21,88,0,2025-03-26 10:23:12,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
d9e8d9ad7ce1b76b506b84cc364cf3a1,2025-03-26,21,101,0,2025-03-26 10:23:12,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
21a1031cf430fb5ccaf6262ff3191eab,2025-05-14,23,73,0,2025-05-14 19:31:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
1361fc2052ec9f3cde98db827034bf3e,2026-04-11,23,16,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
386cac389fa331533a795cf39bd0e3b2,2026-04-11,23,15,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
6535eb3aebb24ec21e290fa76f7e5726,2026-04-11,23,70,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
e1eb79b6bfa6bd8a2366e15f549e4637,2026-04-11,23,53,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
fe3bc333283dd77f34f851842f47c595,2026-04-11,23,7,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
bcf1d3562b83d9ab12620fc6a0ca7964,2025-10-01,48,16,1,2025-10-01 10:47:33,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
2a47e9588769309d44e249e18243b310,2026-04-11,23,61,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
3b121482464471def5ec9d39db229bcc,2026-04-11,23,39,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
5339d03ef703007a3d051a66555d2d3c,2026-04-11,23,65,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
630cf5a78ed336d087f6a76d8be155d9,2026-04-11,23,75,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
7d672389c0f513aed729c0f50dd49fad,2026-04-11,23,126,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
aec236d85f33c0c28e945eff86b7c26d,2026-04-11,23,78,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
c2ad55219410eb830aa058dc7b0ce9d0,2026-04-11,23,99,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
c486c2df5b54a09ddd9af58ae3907d2f,2026-04-11,23,66,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
c4ecd3b765790cd6676488f90629eefd,2026-04-11,23,43,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
01fa59d9f4011c763680e26df3c5f21e,2025-04-02,39,12,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
62e80d0693c943b5a4a263c03f7f2692,2025-04-02,39,18,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
acc3754e28fdbc4dcde722f4c0a90b62,2020-12-01,36,47,1,2020-12-01 11:20:16,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
c6248d45092604ae19067ec6ca6dd722,2020-04-23,11,44,0,2020-04-23 20:46:37,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
debba5c61989bf925ef4caeb9c710b05,2016-12-02,5,11,1,2016-12-02 16:28:09,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
1de7d78bfaf122de6a374221e923b32e,2019-01-10,19,32,0,2019-01-10 16:13:54,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
6883a852cb38505db6e3d11a135640b0,2019-01-10,19,14,0,2019-01-10 16:13:54,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
83faadb9fe0582b1411dc7fae0cbbb61,2019-01-10,19,34,0,2019-01-10 16:13:54,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
cac61546d52c6e957da732ce2e7302d4,2019-01-10,19,33,0,2019-01-10 16:13:54,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
cd45dbce20afc08c64f4ed93792a688e,2019-01-10,19,22,0,2019-01-10 16:13:54,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
6e587d32c0867f6fc0436c951ca298b3,2022-11-28,28,44,0,2022-11-28 15:38:16,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
376059f4f29e24ef08186aecc1ee0edc,2023-12-02,4,18,1,2023-12-02 16:02:35,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
c407d27ef2cea92366ff5fbeedce506d,2023-12-02,4,50,1,2023-12-02 16:02:35,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
d36bd5587524a990a34598aedecdad55,2023-12-02,4,34,1,2023-12-02 16:02:35,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
bd6ff39dcf02ed8cd2470b5860b67d46,2025-03-14,1,12,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
de3b3a729fa7eb0d46dc2d60af2dce9b,2025-03-14,1,124,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
3c6dfa0a3f17b919303f2a4c9e1427b0,2025-12-27,28,18,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
afcfcda16288f602b74e4e1e31f5529c,2025-12-27,28,134,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
0be171de4e5ad70e2bec06b6d86d2da5,2026-04-11,23,87,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
11cef1512b045ff3bf19a2915322d578,2026-04-11,23,98,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
53b3c10593c3fed8b8afb94daceb249b,2026-04-11,23,135,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
711fa97bd623b8b8a62e25f9af1ad9dc,2026-04-11,23,90,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
817c78fbe8e80cf220eb8631ef164573,2026-04-11,23,20,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
d16ca18a0e8120a6231f3d4b769dae3b,2026-04-11,23,138,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
d2d1213f8cd0628b5a66960f66615874,2026-04-11,23,97,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
e6ccbf838e64a63ed3b7d9d0811eca18,2026-04-11,23,68,1,2026-04-11 11:42:20,a168,permissionrole,ods_a168_permissionrole,2026-06-27 06:01:54
0c072c028cb9718e56a1ac79abc80431,2026-06-21,41,134,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
1ad3bf3f5e74112dae849f3f278c29aa,2026-06-21,41,37,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
2715c0cb9ed952b0b53a075cfb5794b4,2026-06-21,41,10,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
43c2a224548edc8613e38feab85d8f2b,2026-06-21,41,132,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
44debe598d43aa8d81a2a9ad7076257a,2026-06-21,41,20,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
58aacb9f44eafb80d35a761bc4d029da,2026-06-21,41,94,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
6a48e69c3b8af374e3ed418e1cd5f89e,2026-06-21,41,86,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
76b4080f49090ecbfc3cf8ec208cde3c,2026-06-21,41,83,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
7d20e0f1accef40ca9be36c78968a3ad,2026-06-21,41,95,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
a4116d7238810278e011836dfc0b54a1,2026-06-21,41,90,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
c35ad902225678da8567142d83b574a4,2026-06-21,41,91,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
e3f21920f2bf4dbef820b91bd859d2c3,2026-06-21,41,61,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
9dce2633cb5e06b06df9ed282a116fa3,2016-08-29,5,19,0,2016-08-29 13:19:51,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
95e86da1b3252363c890bb1d7eb130f1,2017-04-06,7,43,1,2017-04-06 12:05:47,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
559aaffb98c0f0bc00f54138c841bb0c,2025-03-14,1,79,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
7b658f41790243f7ec42d156f62fc7a8,2025-03-14,1,85,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
be033a1ee99718b12967d108cd39299e,2025-03-14,1,80,1,2025-03-14 17:50:00,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
3ce93a725fe464932374a16020e893f8,2025-03-26,21,78,0,2025-03-26 10:23:12,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
44983486502971052a43f0e4ce742d5d,2025-03-26,21,69,0,2025-03-26 10:55:04,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
495efe2d97632f2d12c702bfa5d2b468,2025-03-26,21,84,0,2025-03-26 10:23:12,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
2a30ac009455a0e183a6a9c0c77742dd,2025-07-31,22,65,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
349118fb67b093fb647543901f082401,2025-07-31,22,126,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
355c04adbace889ac23250ebb0ba58a2,2025-07-31,22,47,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
4d9f8c5a84f69f5f49c29062f3772653,2025-07-31,22,90,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
688e902b45d7110652ee81fad9441d54,2025-07-31,22,16,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
70c91f69620da09b9e0156528ef8069f,2025-07-31,22,88,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
8071d6e2577d61399ee17a8c7b086ec3,2025-07-31,22,129,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
b297c6ef4d0a352871a152861c20b2c9,2025-07-31,22,50,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
b573da36219c61668bec2fbaaa435cae,2025-07-31,22,42,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
d3c0a87addfab522ec8eb375a3de8455,2025-07-31,22,85,1,2025-07-31 19:03:22,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
0b6887ca1ad2932bcefd5479600a7b25,2026-06-21,41,74,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
105fc58e808df0cd5f633020844e0253,2026-06-21,41,11,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
3ddf5e57068d949fd79e75b49f666c31,2026-06-21,41,99,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
69f1a392e21419db2335112005ea8603,2026-06-21,41,87,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
70c2ebf1998040eae3aedf8bdde5cf7c,2026-06-21,41,47,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
772956d0bdc0b5afa23e92c7259991da,2026-06-21,41,138,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
8f6e6c21bf35e52aa78b918a4b519f87,2026-06-21,41,137,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
9496dd0a223f712f4a9d2f3fba4a0ab0,2026-06-21,41,39,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
c69b0dd908300692c6c39202dfeae803,2026-06-21,41,34,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
2f36f8b81bffd8357fc3687a9aa68a4b,2025-08-19,44,43,1,2025-08-19 15:38:01,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
a750751c962cc9c1a3046da8e97a2abd,2025-08-19,45,41,1,2025-08-19 22:20:17,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
3013251420944be4155c28f6c8b9265f,2017-08-28,4,13,0,2017-08-28 17:17:15,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
5da5458f9f3a655ce6bd10aec6109f6d,2017-08-28,4,15,0,2017-08-28 17:17:15,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
2ca9d24efec057654c4dc317067eb3c5,2025-04-02,39,50,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
4b666c1b7550ab1b9f15c5a11781fe7d,2025-04-02,39,11,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
08c37f4e061b9c25bbff92b171276e52,2018-06-20,3,10,0,2018-06-20 07:23:53,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
dd12e140d1bdc666cde6a32ade6214c2,2019-11-26,2,19,0,2019-11-26 17:10:27,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
fd5ff9f1104ec7cc49110e81965eded4,2019-11-26,2,63,0,2019-11-26 17:07:24,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
a17f4dc560de28ce2aeacc8b0c59b114,2020-08-03,28,71,0,2020-08-03 10:25:48,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
d1fdedd6ad6f21f7cc3f4bae664168c7,2020-08-03,28,34,0,2020-08-03 10:25:48,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
1bf3d0c52e4976323ce9cc870cea1219,2019-09-19,4,71,0,2019-09-19 21:14:54,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
b9812de3b9f71837733148314ed1cc04,2025-04-02,39,70,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
bd216ef0358995a6baa3250de3b78653,2025-04-02,39,127,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
ce2633e5c8f7f0985eccbbf7b81b3f5e,2025-04-02,39,10,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
ea6a2cd418ee939c05753350f84f2efd,2025-04-02,39,96,1,2025-04-02 20:21:13,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
8accd6935258556e7024a7f6afe7da47,2025-12-27,28,89,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
a383d96637c52899fc41b220a0f0be87,2025-12-27,28,43,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
a4b594475e051b3dc9ffbd2e20425766,2025-12-27,28,70,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
d7f885c467703952338206e2ccba3337,2025-12-27,28,53,1,2025-12-27 18:38:21,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
02e92869ef25d83193e2f1a369fe48c1,2016-07-25,6,12,1,2016-07-25 11:09:18,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
0698f7011057766fca7a414b94e714c6,2016-07-25,6,34,0,2016-07-25 11:09:14,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
170b403ca405333395cdc2234ec1299c,2016-07-25,6,22,1,2016-07-25 11:09:18,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
7ba0021b11438cd21531a7debe48c90e,2016-07-25,6,3,0,2016-07-25 11:09:14,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
b113df494fd7a373d09a9ec6b7dc1d85,2016-07-25,6,32,0,2016-07-25 11:09:14,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
5b68bb4333220148d9b9646da80a5437,2018-01-05,15,9,0,2018-01-05 12:34:18,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
aed2c970a4c31c159bebc62cad8f9014,2018-01-05,15,19,0,2018-01-05 12:43:36,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
d2f4c0da8e2ef42d019cea64ebc9c971,2020-05-12,26,50,1,2020-05-12 15:46:41,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
1891428062d84a5c4195867b243d1804,2020-06-04,34,50,1,2020-06-04 11:40:40,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
0d441d1384bcb0087c11308020aaf3ff,2022-10-25,1,126,0,2022-10-25 15:51:57,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
0a71156bf5542ebb15d3ee711fe863de,2022-10-31,40,80,1,2022-10-31 19:31:01,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
d7b21fd0efc268056238b95b6abcfe56,2025-03-25,41,80,0,2025-03-25 00:24:47,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
b4bef8324bd45913230afdafca7e1e91,2021-03-27,3,71,1,2021-03-27 18:09:14,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
c765de9e73f1e1ed1877df4f129abddb,2021-03-27,3,43,1,2021-03-27 18:09:14,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
f4a99603ac86a6fb3a61b11be87b07cc,2021-03-27,13,12,1,2021-03-27 19:43:33,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
09d291361e38133faf2466b8034d7217,2026-06-21,41,44,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
5528d08e70c064a1a2ec8f30b319266c,2026-06-21,41,133,1,2026-06-21 12:20:20,a168,permissionrole,ods_a168_permissionrole,2026-07-23 06:01:55
