注单行数,局键数,单局最大注单行数,单局最大会员数,单局会员数P999,跨桌局键数_应为0,bet03跨桌数,bet03唯一值数,局键含哨兵值行数
140870284,6797786,414,256,94.0,0,0,138960,118
