未处置_注单行数,已处置_注单行数,未处置_局键数,已处置_局键数,未处置_会员数,已处置_会员数,未处置_IP数,已处置_IP数,未处置_单局最大会员数,已处置_单局最大会员数,单局最大会员数_差额,剔除行数,剔除占比
140911325,140911207,6799680,6799610,798330,798328,1435859,1435859,256,256,0,118,8E-7
