subnet_24,n_ip,n_member,n_lv3_chain,n_orders,stake,game_pnl,valid_bet
116.106.123.0/24,5,5,3,48,881.3221525679,310.6005321640,760.8740194949
113.90.233.0/24,5,5,4,142,2728.0000000000,-151.1000000000,2478.0000000000
14.178.158.0/24,5,5,4,45,1358.7124403129,-846.5459734498,1195.6332605759
113.163.83.0/24,5,5,5,216,1510.8448530917,5.5458061753,1307.3171238644
113.175.124.0/24,4,5,3,17,134.0095957652,-45.0673501348,131.4278179530
14.182.85.0/24,4,5,2,335,31029.9533307283,868.9475234017,28206.9013030452
110.78.136.0/24,8,5,3,366,10871.2076613301,204.6417858035,10196.0144472456
203.25.216.0/24,5,5,3,60,5588.4808723940,-1028.9430129275,4935.7150646375
113.176.93.0/24,5,5,3,306,5201.7994097806,-880.3646902356,4847.9153147200
21.85.15.0/24,4,5,5,20,270.7104430904,-91.7071355407,237.1584892884
14.19.75.0/24,5,5,2,13,1370.0000000000,-679.0000000000,1279.0000000000
116.104.153.0/24,5,5,4,97,16275.5753458886,-1748.2788492113,14280.0523643105
113.167.96.0/24,4,5,4,51,1651.1557654088,-696.3367031357,1342.5693483543
182.3.198.0/24,28,5,4,186,6409.5436573292,255.0587109601,5704.0302852887
112.203.130.0/24,3,5,2,110,2005.5013334138,8.9831662154,1761.3839791092
113.187.102.0/24,5,5,5,24,1072.7504429645,341.0682074955,1018.0014001344
175.6.219.0/24,4,5,2,54,3476.0000000000,-824.9500000000,3036.0000000000
14.183.53.0/24,4,5,4,2954,204633.7150186788,-4776.7492030733,187404.4128121812
14.250.172.0/24,5,5,2,65,246.9225310886,-3.6021399029,220.8597330804
113.172.131.0/24,5,5,4,106,948.9607191286,-15.4591534839,904.6593371404
223.104.248.0/24,5,5,3,84,37503.0000000000,79.2500000000,32326.0000000000
14.190.221.0/24,3,5,2,42,1611.6764565118,84.0788442251,1497.4001650808
183.46.175.0/24,5,5,3,20,4918.0000000000,570.5000000000,4821.0000000000
42.116.173.0/24,5,5,3,78,1444.2516468702,-893.1195372999,1388.7434239079
27.70.133.0/24,5,5,4,59,4066.4074245023,119.1892298845,3652.9993090641
112.195.177.0/24,4,5,1,98,6495.0000000000,-943.8000000000,6165.0000000000
183.137.179.0/24,5,5,2,76,9333.0000000000,-720.5000000000,8039.0000000000
14.235.182.0/24,5,5,3,117,5064.0985194770,1396.3736769524,4607.3199715701
166.198.34.0/24,5,5,2,242,391521.3023286880,31011.6038401796,351644.6381150967
101.51.138.0/24,5,5,4,275,43775.1034555289,-3644.0160858652,39101.3180324511
113.190.208.0/24,5,5,3,939,13508.1483152884,367.7823346215,11771.6578411077
14.163.58.0/24,4,5,2,978,24102.4699266368,315.9887229959,22133.1396767779
113.81.4.0/24,5,5,3,364,17417.0000000000,-1254.9000000000,15983.0000000000
21.242.35.0/24,5,5,4,16,319.3988667065,-68.5394834958,316.7812712297
116.108.90.0/24,5,5,5,95,19689.1296950777,4805.6277751057,17828.6824741764
123.17.221.0/24,5,5,4,18,964.0699824338,481.9374603743,798.7082590244
14.228.254.0/24,4,5,3,7,153.9983847446,65.5670227180,124.4255197769
115.77.42.0/24,5,5,4,59,3957.6633399118,587.4397171502,3152.7594477677
124.6.25.0/24,4,5,4,88,32373.4800099189,12657.1010885095,31758.8677920779
47.15.65.0/24,4,5,1,23,245.4680871106,137.5914000756,241.9295417358
133.159.116.0/24,5,5,2,27,1344.2806749883,155.3224308906,1292.8496054793
14.255.25.0/24,3,5,3,11,552.8218778493,-310.3888249922,393.0057149826
1.53.208.0/24,4,5,3,280,17521.5390179448,-945.4646506678,15056.0788479022
58.136.24.0/24,5,5,5,277,12208.7104005147,-1189.4550469095,11074.6687753476
113.163.49.0/24,5,5,4,98,3411.9480656713,-486.2083975098,3166.8567851429
171.232.49.0/24,5,5,3,45,3563.2927728682,842.6426315448,2887.7465037203
27.75.93.0/24,1,5,1,24,533.1866177255,143.3636187397,507.5014663115
14.234.115.0/24,3,5,3,40,588.8672829015,-36.9691997115,570.7052778161
125.27.90.0/24,6,5,4,2698,87879.2712331066,985.0327999494,78323.0772291840
14.233.148.0/24,5,5,4,116,6426.9950591054,368.8175867299,5275.0654283034
21.228.87.0/24,5,5,4,93,3676.6773439195,-495.1292723858,3271.3084849460
113.178.212.0/24,5,5,4,414,11671.6313602790,-1702.8927684455,10525.1668511057
14.172.198.0/24,5,5,4,112,21209.3047272339,-7195.9440270568,20491.5704954419
182.1.23.0/24,5,5,4,183,44220.4650576899,-7876.2575167675,38038.2109696256
