bet_ip,n_member,n_lv3_chain,member_per_chain,n_orders,stake,game_pnl,net_pnl
103.199.33.192,55,12,4.5833333,1485,68944.2853212091,-5057.5285440577,-5057.5285440577
103.199.33.94,55,12,4.5833333,1296,80697.4795496452,-11682.5052549037,-11682.5052549037
103.199.57.169,55,12,4.5833333,1253,70855.6013812051,-3113.1838384356,-3113.1838384356
103.199.57.13,55,12,4.5833333,1146,46967.8781131970,-1140.4106025069,-1140.4106025069
49.48.233.97,64,14,4.5714286,1542,41936.8297439923,-7747.6562631724,-7744.8526991415
157.85.98.176,32,7,4.5714286,1674,114788.6438861716,3456.4188804243,3460.4815179805
113.185.76.168,32,7,4.5714286,454,17820.8801668992,227.0630658132,227.0630658132
113.185.46.199,32,7,4.5714286,379,99638.1411573305,-17721.1468591111,-17721.1468591111
42.114.44.227,32,7,4.5714286,719,28909.4902779554,2198.7341891882,2198.7341891882
163.61.74.18,32,7,4.5714286,666,223974.8097412640,-28169.8502939695,-28169.8502939695
49.48.233.49,64,14,4.5714286,1970,203288.7928103662,-17443.9833813572,-17442.7819423342
42.113.203.21,32,7,4.5714286,7028,64325.8462910459,3992.9186296862,3992.9186296862
104.28.68.172,32,7,4.5714286,296,24633.1459382479,-4442.0165575916,-4442.0165575916
42.114.44.171,32,7,4.5714286,1211,13780.3077975020,-1513.9259734854,-1513.9259734854
42.114.44.247,32,7,4.5714286,702,41670.5046517578,2956.9983483328,2956.9983483328
113.185.74.212,32,7,4.5714286,449,25448.8935139073,699.5413857378,699.5413857378
42.113.203.169,32,7,4.5714286,591,32280.1964186781,614.8581184434,614.8581184434
49.48.233.246,73,16,4.5625000,3154,835679.8430012069,-39411.7252493078,-39393.0884352751
49.48.233.82,73,16,4.5625000,2340,55234.2679222596,-7882.7592685218,-7878.1271947723
49.48.233.195,73,16,4.5625000,2864,115925.8488768025,-4140.0668786795,-4024.7231773843
49.48.233.30,73,16,4.5625000,2021,55359.6800001209,1657.6791123719,1704.7844225093
103.199.56.199,41,9,4.5555556,489,22205.2806596943,-490.4504913691,-490.4504913691
103.199.57.199,41,9,4.5555556,573,22715.3152717135,416.7564175118,416.7564175118
103.199.57.211,41,9,4.5555556,614,52894.0671344250,-4102.8896441566,-4102.8896441566
103.199.57.173,41,9,4.5555556,897,34475.0103844252,-1472.3690859024,-1472.3690859024
103.199.57.208,41,9,4.5555556,795,16729.4596072687,-660.9373364827,-660.9373364827
103.199.56.223,41,9,4.5555556,1653,40931.2454579005,-6262.6180314959,-6262.6180314959
103.199.57.209,41,9,4.5555556,950,44236.7207228927,-1619.7210962253,-1611.4523623753
103.199.57.135,41,9,4.5555556,1216,54020.2350000381,-24.1465810063,-24.1465810063
171.225.193.118,41,9,4.5555556,1152,69197.6219674779,-117.7166190806,-117.7166190806
103.199.56.188,50,11,4.5454545,894,34259.7630441246,-711.8218817852,-711.2610525890
104.28.68.166,50,11,4.5454545,406,126973.1778736806,-10867.3143392114,-10867.3143392114
103.199.56.115,50,11,4.5454545,1027,33586.9159505800,1285.7412144986,1285.7412144986
103.199.57.181,50,11,4.5454545,820,66992.8216742187,-10291.2608246089,-10291.2608246089
103.199.57.85,50,11,4.5454545,1281,58699.3103962740,5432.7072685215,5432.7072685215
103.199.57.166,50,11,4.5454545,591,51661.7584416008,-2473.5504785243,-2473.5504785243
103.199.57.175,50,11,4.5454545,1154,97661.1429383960,1320.5841163513,1320.5841163513
103.199.57.51,50,11,4.5454545,1084,84157.6940634300,-13677.7733790267,-13677.7733790267
103.199.32.201,50,11,4.5454545,1192,43470.2907060026,-2272.5020738821,-2272.5020738821
103.199.33.144,50,11,4.5454545,725,51280.8342927291,-2192.3226728855,-2192.3226728855
103.199.56.29,50,11,4.5454545,829,39159.7194920042,-4466.3354561535,-4466.3354561535
103.199.56.139,50,11,4.5454545,886,33207.9332147332,-84.2072712543,-84.2072712543
103.199.33.163,50,11,4.5454545,2008,118513.3395111238,-613.4347576040,-613.4347576040
103.199.32.23,59,13,4.5384615,1563,57541.0479255051,3665.1908036642,3665.6067263612
49.48.233.200,59,13,4.5384615,1481,103830.3376406300,-13706.0086546834,-13692.6019876116
103.199.33.252,59,13,4.5384615,626,49319.3123890419,1565.0973914004,1565.0973914004
49.48.233.225,68,15,4.5333333,2031,63709.4574125409,1000.6430758195,1044.5936815547
49.48.233.213,68,15,4.5333333,1948,60357.6625753387,-1993.1763785397,-1976.1905495295
49.48.233.203,68,15,4.5333333,1810,45284.0553790149,-4244.1696680539,-4190.5522956226
103.199.33.65,68,15,4.5333333,1375,59665.3559300531,1684.8021357127,1684.8021357127
103.199.32.4,68,15,4.5333333,919,131820.7815406813,1715.6140687568,1744.5546372320
103.199.32.246,68,15,4.5333333,1596,57834.6611098823,-3673.6065296363,-3673.6065296363
49.48.233.48,77,17,4.5294118,1415,25177.0468586487,-284.9941874692,-274.6584132243
49.48.233.234,77,17,4.5294118,2550,105943.4516252159,-10509.2066385298,-10309.0785064089
113.185.77.207,27,6,4.5000000,236,10131.1371782194,335.5801997741,335.5801997741
113.185.74.92,27,6,4.5000000,240,6805.2305218946,-778.7559750187,-778.7559750187
104.28.68.167,27,6,4.5000000,251,28750.0515099091,-3190.2844069263,-3190.2844069263
49.48.233.169,72,16,4.5000000,1242,29245.1364291456,-4297.2459778790,-4296.0021933746
103.199.56.163,36,8,4.5000000,640,24855.8176901261,-2095.3442744096,-2095.3442744096
104.28.122.125,27,6,4.5000000,359,41170.9776544594,1436.9488832692,1436.9488832692
49.48.233.253,81,18,4.5000000,3084,158440.9523284732,-7359.8903071941,-7338.8131157059
115.73.15.128,27,6,4.5000000,199,2991.1165494612,-268.9572313319,-268.9572313319
116.110.40.186,27,6,4.5000000,350,11939.1255953777,-2028.5274376553,-2028.5274376553
49.48.233.93,72,16,4.5000000,1515,65481.9066265286,-2220.4092581792,-2210.0985830857
103.199.32.168,63,14,4.5000000,1151,63793.4547077587,-13132.2837477351,-13132.2837477351
171.246.8.109,27,6,4.5000000,159,89751.6170499997,-12905.7225559695,-12905.7225559695
113.185.41.105,27,6,4.5000000,371,43227.1782490105,-611.7638755838,-611.7638755838
103.199.57.53,45,10,4.5000000,774,98202.7601616129,-49.3970447404,-49.3970447404
103.199.57.225,45,10,4.5000000,1181,53850.8625963523,-2911.7807895847,-2911.7807895847
103.199.57.96,54,12,4.5000000,1095,36288.8876620536,2943.3326345165,2943.3326345165
171.242.196.35,27,6,4.5000000,578,31283.5182084827,-5874.9490279472,-5874.9490279472
113.185.76.211,36,8,4.5000000,901,38558.2011481662,-1835.6850486304,-1835.6850486304
103.199.32.182,72,16,4.5000000,1313,56020.1559797592,-1574.8461436584,-1574.8461436584
103.199.57.195,54,12,4.5000000,754,54789.0701431371,-6317.5672572892,-6317.5672572892
42.114.44.174,36,8,4.5000000,383,13127.7303653996,-2163.6741944373,-2163.6741944373
113.185.73.250,27,6,4.5000000,618,33369.0245476014,-3390.2378339023,-3390.2378339023
113.185.77.106,27,6,4.5000000,498,49417.0138222609,1190.0930316584,1190.0930316584
180.246.121.37,27,6,4.5000000,1155,43846.4317266330,-484.0186064556,-484.0186064556
103.199.33.67,54,12,4.5000000,1143,55149.5892766615,-1143.2592816666,-1143.2592816666
103.199.68.225,27,6,4.5000000,628,57083.7070116589,-2110.3806493780,-2110.3806493780
104.28.68.171,36,8,4.5000000,212,92053.0102357498,-9564.8871503481,-9564.8871503481
103.199.43.77,27,6,4.5000000,1038,28965.7226204131,204.5066775060,204.5066775060
49.48.233.26,63,14,4.5000000,2232,28666.1754898696,-2756.6062644699,-2752.8867320672
103.199.32.113,54,12,4.5000000,684,37471.0239012117,-2662.0685974726,-2662.0685974726
113.185.72.222,27,6,4.5000000,423,20527.1901571514,-1495.7493225486,-1495.7493225486
104.28.71.162,36,8,4.5000000,207,14294.9588254794,524.3891827382,524.3891827382
104.28.71.161,36,8,4.5000000,278,50190.2635695374,-18181.1942441764,-18181.1942441764
42.113.201.214,27,6,4.5000000,515,27270.4992255124,-3714.0869830911,-3714.0869830911
103.199.32.8,54,12,4.5000000,989,69152.5992287303,-812.2994373663,-812.2994373663
42.114.44.253,27,6,4.5000000,501,19624.3126261205,1438.9422680697,1438.9422680697
113.185.46.69,27,6,4.5000000,415,57720.2289369267,-4395.1265716242,-4395.1265716242
113.185.76.85,27,6,4.5000000,274,7508.1584600694,-991.3427104431,-991.3427104431
113.185.75.18,27,6,4.5000000,414,37624.3994085641,2678.4626972447,2678.4626972447
103.199.56.78,54,12,4.5000000,1601,145671.9206656027,-1468.5112013331,-1468.5112013331
103.199.70.52,27,6,4.5000000,311,19720.5119775319,2157.7467972067,2157.7467972067
42.113.203.59,27,6,4.5000000,581,27879.2049372967,-2968.0303958133,-2968.0303958133
113.185.86.91,27,6,4.5000000,294,24979.5617548911,4303.4503433125,4303.4503433125
113.185.79.255,27,6,4.5000000,469,36500.1448254201,-1113.2638373222,-1113.2638373222
49.48.233.55,76,17,4.4705882,3365,147039.8037334027,-14534.5884470578,-14520.1040992125
49.48.233.134,76,17,4.4705882,1624,47852.8536075106,-1482.4471250817,-1480.6560195709
103.199.33.35,58,13,4.4615385,1404,83548.0552206095,1635.6617829708,1635.6617829708
103.199.32.97,58,13,4.4615385,1346,56165.7525621325,2286.7209637570,2286.7209637570
103.199.57.150,49,11,4.4545455,955,50683.4539723619,-2004.3824888053,-2004.3824888053
103.199.57.160,49,11,4.4545455,1163,39435.8612660661,-863.5924533881,-863.5924533881
103.199.56.34,49,11,4.4545455,1076,85318.2055159903,4082.0797686090,4082.0797686090
103.199.56.248,49,11,4.4545455,778,23420.8918070718,-2584.9227933712,-2584.9227933712
114.122.7.255,49,11,4.4545455,1815,286397.4237779987,3877.9632736444,4008.3872445192
103.199.56.22,49,11,4.4545455,994,42772.3310273765,75.4567463894,75.4567463894
103.199.33.249,49,11,4.4545455,1150,121464.7765763125,-967.2361355735,-967.2361355735
49.48.233.9,80,18,4.4444444,3006,66742.5848215728,-7117.9157575736,-7098.1297093386
103.199.57.189,40,9,4.4444444,450,16613.1829074709,-431.2668393383,-431.2668393383
49.48.233.6,71,16,4.4375000,2408,67535.6640428136,-4431.4635358317,-4429.8700149463
49.48.233.211,71,16,4.4375000,2255,860010.1504326014,-37592.4576328128,-37589.8728279289
49.48.233.29,71,16,4.4375000,1951,101808.4253451827,-11003.9365288265,-10787.5047436610
49.48.233.233,71,16,4.4375000,1756,64916.0124478217,-4913.8886317157,-4876.7755188328
182.232.236.0,31,7,4.4285714,292,5234.9409730934,2219.0718705602,2220.9614948798
103.199.57.142,31,7,4.4285714,464,16181.3522675116,-399.3692397507,-399.3692397507
103.199.32.130,62,14,4.4285714,1161,131554.2810294758,-2820.0331002664,-2820.0331002664
113.185.79.21,31,7,4.4285714,273,17761.0888099289,-2393.9591276062,-2393.9591276062
42.113.248.25,31,7,4.4285714,343,10961.5434431458,-3951.1023344338,-3951.1023344338
42.113.248.125,31,7,4.4285714,665,37669.6848441358,2784.1151347306,2784.1151347306
171.225.193.56,31,7,4.4285714,1804,120853.9620991034,37.1343094771,37.1343094771
172.225.56.24,31,7,4.4285714,196,28902.0620230282,-3560.8568728056,-3560.8568728056
42.113.203.113,31,7,4.4285714,308,47988.6266458296,-8957.9052837248,-8957.9052837248
113.185.73.190,31,7,4.4285714,1221,109513.2102080377,5156.2202841421,5156.2202841421
49.48.233.149,62,14,4.4285714,1548,54553.0681103787,-2374.8650116407,-2368.1932447670
113.185.74.67,31,7,4.4285714,667,43900.9839137867,-1880.7479097413,-1880.7479097413
113.185.77.175,31,7,4.4285714,349,25920.9988701872,2780.1283497659,2780.1283497659
113.185.72.128,31,7,4.4285714,627,22563.6429745959,-3625.8199116953,-3625.8199116953
103.199.33.220,62,14,4.4285714,1676,73265.4943127359,-6352.4064426556,-6346.2394433901
42.114.44.152,31,7,4.4285714,269,8339.8018007300,937.0979864919,937.0979864919
42.113.203.56,31,7,4.4285714,430,11928.3392772455,-1131.9181161373,-1131.9181161373
103.199.32.158,53,12,4.4166667,1154,40745.5819876208,-6292.8140644160,-6292.8140644160
103.199.57.39,53,12,4.4166667,1016,34677.4356362965,3726.8762315092,3726.8762315092
103.199.56.180,53,12,4.4166667,1405,104529.6821414646,-3454.6038394150,-3454.6038394150
103.199.56.172,53,12,4.4166667,1291,56710.1343606976,-3669.5218960270,-3669.5218960270
103.199.56.113,53,12,4.4166667,690,52750.0637799353,-4150.0460571481,-4150.0460571481
103.199.57.25,53,12,4.4166667,1127,50144.4890559836,2033.0281263057,2033.0281263057
103.199.33.201,53,12,4.4166667,1143,89824.6166187106,-3593.2875943673,-3593.2875943673
103.199.32.236,53,12,4.4166667,846,37777.4575351368,-5567.6983209115,-5567.6983209115
103.199.32.181,53,12,4.4166667,773,116827.0419359033,11186.8519311768,11187.7305635844
103.199.56.221,53,12,4.4166667,869,19065.5930998933,-2860.3537422304,-2860.3537422304
103.199.56.99,53,12,4.4166667,1117,57848.5584910395,-5061.5320350965,-5061.5320350965
49.48.233.171,75,17,4.4117647,1858,77958.1339663409,-254.4526839531,-202.9958655294
49.48.233.245,75,17,4.4117647,1640,43582.4343404500,578.7015053028,716.4830732566
49.48.233.109,75,17,4.4117647,1579,41295.0744734110,-572.4299523151,-567.9634758254
103.249.21.169,22,5,4.4000000,1431,27512.3803084355,-489.8882097618,-489.8882097618
113.185.46.187,22,5,4.4000000,231,285554.9880066170,4728.3114871199,4728.3114871199
49.237.185.141,22,5,4.4000000,86,2935.0557510498,378.8635990628,399.4463968441
113.185.83.98,22,5,4.4000000,153,10649.6540177190,2598.6651008020,2598.6651008020
49.48.233.182,66,15,4.4000000,2108,82006.3986328760,-116.2213114513,-113.7123860210
113.185.47.42,22,5,4.4000000,303,41880.0537772740,8621.5460361260,8621.5460361260
42.113.201.180,22,5,4.4000000,339,15405.7889969272,1625.6964529522,1625.6964529522
104.164.168.19,22,5,4.4000000,236,30335.7895935121,-4163.3974044591,-4163.3974044591
116.111.185.46,22,5,4.4000000,204,2807.7432158970,-637.5346952473,-637.5346952473
103.199.69.139,22,5,4.4000000,340,19316.8309917501,-6765.6793011869,-6765.6793011869
113.185.87.65,22,5,4.4000000,229,17460.8952559109,645.1272426184,645.1272426184
113.185.87.194,22,5,4.4000000,290,15680.6216405820,2626.5823527763,2626.5823527763
171.225.193.50,22,5,4.4000000,2007,77613.6287466811,-2451.2679710627,-2451.2679710627
113.185.79.226,22,5,4.4000000,910,42986.0154583063,-413.3731587597,-413.3731587597
103.199.33.232,44,10,4.4000000,691,21089.2704095643,-76.1175214273,-76.1175214273
113.185.83.72,22,5,4.4000000,442,35751.7110822715,-1438.1954758004,-1438.1954758004
113.185.83.218,22,5,4.4000000,189,9292.8583316735,-2749.0044361235,-2749.0044361235
103.199.56.225,44,10,4.4000000,683,143872.4776379573,3331.7481694128,3331.7481694128
113.185.79.168,22,5,4.4000000,409,25831.6951349308,6703.1073637512,6703.1073637512
42.114.44.30,22,5,4.4000000,606,85752.9889669633,8629.0772837937,8629.0772837937
103.199.68.197,22,5,4.4000000,833,420904.5545063328,-18369.5952668127,-18369.5952668127
113.185.72.71,22,5,4.4000000,352,83580.3423465360,-23518.0286141604,-23518.0286141604
103.249.22.129,22,5,4.4000000,261,9037.9782385589,1343.4896569115,1343.4896569115
49.48.233.15,66,15,4.4000000,1152,44011.6314255297,6362.0980938596,6413.9050929418
49.48.233.146,66,15,4.4000000,1751,50288.7043635224,441.3282573658,451.8788932865
113.185.77.178,22,5,4.4000000,370,43363.9770101781,8267.3500228572,8267.3500228572
42.113.201.48,22,5,4.4000000,440,12908.5201699817,989.6515107288,989.6515107288
103.199.57.190,44,10,4.4000000,522,69137.4521360727,3068.5206111371,3068.5206111371
113.185.79.171,22,5,4.4000000,512,31793.8185786703,-3602.2032008885,-3602.2032008885
116.110.225.123,22,5,4.4000000,54,1541.2896714806,329.9729079072,329.9729079072
113.185.72.100,22,5,4.4000000,299,15608.6297384891,3211.4746501256,3211.4746501256
113.185.42.2,22,5,4.4000000,646,21622.7458524202,-3515.9115685893,-3515.9115685893
183.81.18.156,22,5,4.4000000,3054,27505.3841407005,-353.0789963599,-353.0789963599
113.185.83.175,22,5,4.4000000,215,19550.8756492759,506.7029825390,506.7029825390
113.185.106.213,22,5,4.4000000,731,19108.0175983882,532.5757627967,532.5757627967
42.113.248.244,22,5,4.4000000,375,13764.7239706525,-795.2204701375,-795.2204701375
171.97.140.50,22,5,4.4000000,89,14429.9870446307,-2907.7614517676,-2907.7614517676
113.185.73.147,22,5,4.4000000,225,10368.2309562093,-943.3602082336,-943.3602082336
113.185.82.107,22,5,4.4000000,385,80031.2440071190,2825.9318549481,2834.1035401917
125.235.173.179,22,5,4.4000000,394,13478.3167424081,-7.9665155779,-7.9665155779
113.185.76.14,22,5,4.4000000,619,18418.6704050060,3410.2520217288,3410.2520217288
113.185.47.165,22,5,4.4000000,195,20521.6592178221,-1006.3684663567,-1006.3684663567
103.199.33.8,66,15,4.4000000,2322,88724.5217655197,-3556.3647153787,-3556.3647153787
27.65.23.193,22,5,4.4000000,365,19427.8585777359,2988.7776493729,2988.7776493729
49.48.233.153,79,18,4.3888889,2097,44579.5528508945,-3826.4199972667,-3809.0636570004
49.48.233.248,79,18,4.3888889,1897,67872.4013944000,5597.6392806916,5606.3765941383
49.48.233.230,79,18,4.3888889,2405,159749.2478975938,4663.4012085846,4913.3622512049
49.48.233.215,79,18,4.3888889,2875,104013.3112121605,1701.2712019490,1770.9525006721
103.199.33.23,57,13,4.3846154,1125,71683.1856274453,612.5038595850,612.5038595850
103.199.33.36,57,13,4.3846154,915,46124.4809620488,-8381.7267428451,-8381.7267428451
103.199.32.219,57,13,4.3846154,760,41645.5384296912,-3895.0785326719,-3895.0785326719
103.199.57.2,57,13,4.3846154,832,87660.2470756505,19714.0573030985,19714.0573030985
103.199.33.156,57,13,4.3846154,989,85518.9599491611,2413.8948757897,2413.9515925212
103.199.57.108,57,13,4.3846154,2384,195411.4769268709,-412.5922489171,-412.5922489171
103.199.32.6,57,13,4.3846154,917,158339.6031221220,10174.0173071471,10174.0173071471
113.185.74.12,35,8,4.3750000,498,52917.5840875634,-57.2755740561,-57.2755740561
172.225.56.26,35,8,4.3750000,383,282811.4018772037,69408.3430144382,69408.3430144382
104.28.68.159,35,8,4.3750000,384,19114.1167401709,-807.7878286347,-807.7878286347
49.48.233.124,70,16,4.3750000,2632,51802.7431866063,-1497.6613252138,-1459.1082391734
42.113.203.99,35,8,4.3750000,562,74145.0719663057,5337.3423991685,5337.3423991685
42.113.248.157,35,8,4.3750000,867,47746.9618426829,-3535.4140526740,-3535.4140526740
113.185.78.199,35,8,4.3750000,476,45288.2522112273,10022.2601114235,10022.2601114235
103.199.57.151,48,11,4.3636364,896,23454.0487238973,2840.6575834820,2840.6575834820
49.48.233.224,48,11,4.3636364,1807,26819.2005065987,-327.7919146561,-327.7919146561
103.199.33.195,48,11,4.3636364,1367,43463.1313178034,-3253.0430644613,-3253.0430644613
103.199.57.246,48,11,4.3636364,1810,107075.0168772501,-3227.5932582824,-3227.5932582824
103.199.56.136,48,11,4.3636364,1029,86229.8737352665,-6129.0240619830,-6129.0240619830
103.199.56.154,48,11,4.3636364,1643,71601.5492032480,-2240.0320659027,-2240.0320659027
103.199.56.140,48,11,4.3636364,884,58410.8550399031,-4890.5094339575,-4890.5094339575
103.199.57.77,48,11,4.3636364,707,30962.1159243033,-4989.7153818941,-4989.7153818941
104.28.161.30,48,11,4.3636364,883,30828.7241033397,2846.9383605426,2846.9383605426
103.199.56.19,48,11,4.3636364,856,47200.0320493949,-4553.4321789163,-4553.4321789163
103.199.33.25,61,14,4.3571429,774,42042.8413580500,-265.3265366391,-265.3265366391
49.48.233.159,61,14,4.3571429,1497,67481.9247585480,-4953.0983513167,-4949.5295560026
49.48.233.193,61,14,4.3571429,1158,19441.0091829975,-2636.4296027914,-2605.1265625142
103.199.33.51,61,14,4.3571429,1097,76961.2685595905,10238.8047310501,10238.8047310501
103.199.33.141,61,14,4.3571429,1323,43575.3690536756,-364.4022018295,-364.4022018295
103.199.33.226,61,14,4.3571429,2458,103904.0253710920,-5550.2052433669,-5549.8874401556
49.48.233.57,74,17,4.3529412,2110,114602.1616664123,16723.1055870950,17181.4405918516
49.48.233.150,65,15,4.3333333,2835,54239.3938244567,4835.3462018960,4846.1734607318
113.185.87.241,26,6,4.3333333,273,23331.1444848847,-787.6834479224,-787.6834479224
103.199.57.230,39,9,4.3333333,1043,54177.3139786854,-1938.9166151997,-1938.9166151997
113.185.74.89,26,6,4.3333333,1177,28121.3278938913,449.0594576303,449.0594576303
49.48.233.3,52,12,4.3333333,1552,43165.5481706829,-5365.7028912537,-5326.8515100958
103.199.33.48,52,12,4.3333333,624,28229.7950995132,1796.6535206442,1796.6535206442
49.48.233.185,65,15,4.3333333,2267,87019.0900309010,-3811.3431239196,-3520.3438686670
42.113.201.38,26,6,4.3333333,372,108150.2782773685,1687.2017513922,1687.2017513922
49.48.233.175,78,18,4.3333333,1730,82119.3892606393,-1398.3684878755,-1331.2052690767
103.199.32.162,52,12,4.3333333,820,28240.1423796015,-2711.3020847169,-2699.6742260457
113.185.78.31,26,6,4.3333333,502,47258.2883856661,-699.9138579335,-699.9138579335
42.113.203.39,26,6,4.3333333,374,12389.9659249471,-1255.6618962972,-1255.6618962972
113.185.42.35,26,6,4.3333333,461,31735.6085470538,-9951.3922970073,-9951.3922970073
103.199.57.222,39,9,4.3333333,837,19515.1298595112,85.9338459049,85.9338459049
103.199.57.164,52,12,4.3333333,598,16978.7364683734,-821.3557619233,-821.3557619233
113.185.77.87,26,6,4.3333333,212,26634.1905470217,1903.1455395580,1903.1455395580
103.199.32.24,52,12,4.3333333,1344,88646.9947997928,-5456.5906580317,-5456.5906580317
103.199.57.94,52,12,4.3333333,830,66546.0896240918,-1132.4150102264,-1132.4150102264
103.199.33.231,52,12,4.3333333,738,226378.2972474646,-22490.9599117412,-22490.9599117412
103.249.22.45,26,6,4.3333333,649,11123.3523308351,-1352.1064050908,-1352.1064050908
104.28.68.155,26,6,4.3333333,93,2740.5862180079,457.7950182368,457.7950182368
113.185.45.134,26,6,4.3333333,763,69052.7606018164,-3082.4832185744,-3082.4832185744
113.185.79.48,26,6,4.3333333,438,27049.8519184947,-791.5317591188,-791.5317591188
113.185.47.225,26,6,4.3333333,354,8908.4237769325,-250.9998768473,-250.9998768473
103.199.56.146,52,12,4.3333333,482,28418.5068358454,-2992.6270268747,-2992.6270268747
103.199.57.60,52,12,4.3333333,1116,47957.9078907972,-1997.2299986705,-1997.2299986705
113.185.77.177,26,6,4.3333333,804,84314.9793033599,-1456.8669664938,-1456.8669664938
113.185.42.113,26,6,4.3333333,311,30342.4172892834,-2536.1660485834,-2536.1660485834
103.199.33.187,52,12,4.3333333,1654,101046.3457115702,4065.8238465366,4065.8238465366
103.199.32.67,65,15,4.3333333,1269,83382.0701883980,1440.2005550626,1440.2005550626
103.199.69.96,26,6,4.3333333,535,33709.9487443100,7210.9218749612,7210.9218749612
103.249.21.3,26,6,4.3333333,716,28078.9080509248,-5410.1733721039,-5410.1733721039
103.199.70.32,26,6,4.3333333,355,18179.3498477358,2008.2986278069,2008.2986278069
103.199.57.207,39,9,4.3333333,575,28958.3816480579,-4369.1801671256,-4369.1801671256
113.185.72.120,26,6,4.3333333,169,24207.3631075903,-13909.2824898483,-13909.2824898483
103.199.32.49,65,15,4.3333333,1491,132304.2682008608,-25719.1434269569,-25659.2640126586
49.48.233.177,69,16,4.3125000,2223,185510.4209665757,4145.0554813203,4147.5639211948
49.48.233.221,69,16,4.3125000,1733,72022.6690436761,733.0552287089,741.5721921572
49.48.233.24,69,16,4.3125000,1429,30921.7784358069,-2347.3768953729,-2342.2632683447
103.199.56.192,56,13,4.3076923,1018,44296.1856759704,2248.5871896187,2248.5871896187
103.199.32.53,56,13,4.3076923,892,42945.0883552450,-1496.2021557542,-1496.2021557542
104.28.160.167,56,13,4.3076923,1282,90047.3296015572,-334.6390809134,-334.6390809134
103.199.32.174,56,13,4.3076923,740,47057.7951446348,-626.8288110108,-626.8288110108
103.199.33.165,56,13,4.3076923,1087,91158.0909403968,12963.7423674852,12963.7423674852
103.199.56.169,43,10,4.3000000,505,16613.4119084680,747.6530690523,747.6530690523
103.199.56.182,43,10,4.3000000,451,23762.8058633242,274.4504797419,274.4504797419
103.199.56.187,43,10,4.3000000,863,52283.8663558245,871.3802432414,871.3802432414
103.199.57.210,43,10,4.3000000,1246,62993.6049649117,2873.0197990910,2873.0197990910
103.199.56.54,43,10,4.3000000,916,30750.9700831976,-5548.1721936385,-5548.1721936385
103.199.57.165,43,10,4.3000000,734,39800.9431993598,-1031.2777353435,-1031.2777353435
103.199.56.44,43,10,4.3000000,831,32044.1331310747,1902.3338627999,1902.3338627999
103.199.56.33,43,10,4.3000000,532,13546.9748441569,-2029.2468430974,-2029.2468430974
103.199.56.130,43,10,4.3000000,1181,36493.9467846933,-572.6031721301,-572.6031721301
49.48.233.162,73,17,4.2941176,3342,140918.0406520149,431.7013092754,899.0870235494
113.185.74.128,30,7,4.2857143,357,37178.7599560122,-4924.1566801859,-4924.1566801859
113.185.46.114,30,7,4.2857143,384,25848.1662911849,-4330.0068717884,-4330.0068717884
59.153.240.156,30,7,4.2857143,637,100703.6371986420,2389.3198778764,2389.3198778764
49.48.233.113,60,14,4.2857143,1828,56974.3041989515,2469.2623684682,2481.4544987973
113.185.74.182,30,7,4.2857143,342,26085.2293475218,-1465.7222078157,-1465.7222078157
113.185.79.241,30,7,4.2857143,457,20365.4820582925,-3487.8715113007,-3487.8715113007
113.185.74.238,30,7,4.2857143,326,28329.1787028418,5055.5942431269,5055.5942431269
42.113.203.28,30,7,4.2857143,608,37117.1873163920,348.2402261984,348.2402261984
42.114.44.194,30,7,4.2857143,827,58708.2719522437,3812.8628232731,3812.8628232731
42.113.203.232,30,7,4.2857143,531,26823.3268620662,-1734.5130133451,-1734.5130133451
172.225.56.56,30,7,4.2857143,244,19421.6517065219,811.3156571868,811.3156571868
103.199.69.201,30,7,4.2857143,1316,50703.8892160361,-510.9019275168,-510.9019275168
113.185.79.49,30,7,4.2857143,402,17635.4854272380,-640.2362751543,-640.2362751543
42.113.203.142,30,7,4.2857143,301,14033.6138540119,-2947.8738422419,-2947.8738422419
42.113.201.116,30,7,4.2857143,638,58095.6642741948,1578.0798031501,1578.0798031501
180.246.177.77,30,7,4.2857143,1454,55090.2405135086,-843.3109969397,-843.3109969397
113.185.76.247,30,7,4.2857143,485,46572.7058224189,-7145.9727081448,-7145.9727081448
103.199.33.225,60,14,4.2857143,944,143286.1636638074,723.0561931675,723.0561931675
42.113.203.55,30,7,4.2857143,383,33054.4760545325,-2976.8030649183,-2976.8030649183
113.185.76.229,30,7,4.2857143,594,73364.1002723583,-129.5519657931,-129.5519657931
49.48.233.250,77,18,4.2777778,2788,170492.7729796407,-3167.3089807371,-3163.9558204338
49.48.233.194,77,18,4.2777778,3176,112460.8344235301,1715.5120835293,1877.9235326324
49.48.233.71,77,18,4.2777778,3575,170530.0114441277,-11699.3669522233,-11606.9849095799
49.48.233.237,77,18,4.2777778,1890,32782.5582598218,-188.0745295263,-180.5199680533
103.199.57.23,47,11,4.2727273,962,47179.2429169967,-5873.8738074366,-5873.8738074366
103.199.56.164,47,11,4.2727273,840,83164.5563466656,2255.2955558955,2255.2955558955
103.199.57.236,47,11,4.2727273,1134,129720.5575733173,-29866.6719080941,-29866.6719080941
103.199.33.230,47,11,4.2727273,1109,51091.0503964448,-2488.8776422369,-2487.8000243392
103.199.32.55,47,11,4.2727273,695,56075.8224146010,-1434.3955953865,-1434.3955953865
