bet_ip,n_member,n_lv3_chain,member_per_chain,n_orders,stake,game_pnl,net_pnl
113.185.72.116,26,8,3.2500000,182,17176.3364353128,-3245.8168149128,-3245.8168149128
113.185.76.87,26,8,3.2500000,371,22923.8941736492,-3097.1511238847,-3097.1511238847
113.185.78.8,26,8,3.2500000,948,50643.2611896098,-7903.6368656427,-7903.6368656427
113.185.76.223,26,8,3.2500000,240,13089.4471800453,-1634.8020944825,-1634.8020944825
113.185.84.11,26,8,3.2500000,346,22200.7434070505,-1683.8743569413,-1680.5471235359
42.114.44.178,26,8,3.2500000,295,13000.7597329360,-56.1277889039,-56.1277889039
172.225.56.17,26,8,3.2500000,174,91971.9210253945,-11030.5817371299,-11030.5817371299
113.185.82.197,26,8,3.2500000,308,26575.8520344810,-2139.1869297208,-2139.1869297208
172.225.56.16,26,8,3.2500000,244,370650.2127275358,-39578.5956168631,-39578.5956168631
42.113.203.174,26,8,3.2500000,1520,111082.6618170229,-4377.7732025003,-4377.7732025003
49.48.233.69,55,17,3.2352941,2751,95271.6319172060,-6117.8654183149,-6024.3418220385
104.28.166.116,42,13,3.2307692,416,147686.1469471171,6146.4800275114,6146.4800275114
49.49.225.7,42,13,3.2307692,2059,82156.9347588212,-2445.4690035546,-2433.9175392663
103.199.57.134,42,13,3.2307692,974,48732.2780364941,-2237.3016480595,-2237.3016480595
113.185.79.157,29,9,3.2222222,505,28503.9697012606,-8044.9264991360,-8044.9264991360
113.185.42.103,29,9,3.2222222,816,193294.6813602261,2775.5113089676,2775.5113089676
113.185.74.72,29,9,3.2222222,508,32959.4405794804,223.2877294945,223.2877294945
49.48.233.187,58,18,3.2222222,1072,21846.4617523391,-1456.1017137212,-1446.7969974971
113.185.41.134,29,9,3.2222222,686,44729.2837447457,-6062.0377806208,-6062.0377806208
113.185.44.17,29,9,3.2222222,491,37491.7936051898,-6601.7043309649,-6601.7043309649
113.185.46.201,29,9,3.2222222,481,72859.5435475345,-6624.5201717762,-6624.5201717762
113.185.75.178,29,9,3.2222222,281,14056.4759102987,-1267.4302146146,-1267.4302146146
113.185.45.148,29,9,3.2222222,291,8959.6849689798,-860.1481749661,-860.1481749661
113.185.73.218,29,9,3.2222222,414,32644.1988276532,742.3509560318,742.3509560318
42.113.203.117,29,9,3.2222222,1616,48614.3465499713,-2910.2886143056,-2910.2886143056
113.185.76.99,29,9,3.2222222,378,27641.8782172606,1624.4955105496,1624.4955105496
113.185.77.79,29,9,3.2222222,442,10303.3129691704,-1921.9621749195,-1920.6800345439
42.113.203.206,29,9,3.2222222,476,20471.4993524103,-3091.7111004812,-3091.7111004812
113.185.74.234,29,9,3.2222222,408,43649.8995801371,5380.4755082019,5651.9378272826
42.113.203.201,29,9,3.2222222,203,10401.0325182258,-1591.4048517970,-1591.4048517970
113.185.75.38,29,9,3.2222222,852,89392.3308335554,-8046.2677988535,-8046.2677988535
42.113.248.196,29,9,3.2222222,778,34661.3694530670,-3123.6782862080,-3123.6782862080
42.114.44.51,29,9,3.2222222,427,20240.8249298550,254.7840907568,254.7840907568
103.199.71.22,29,9,3.2222222,727,37382.6536945562,706.3261161319,706.3261161319
113.185.79.219,29,9,3.2222222,718,66516.3413053789,5239.5587589472,5239.5587589472
113.185.78.145,29,9,3.2222222,465,16594.4499471443,-2613.8252110255,-2613.8252110255
113.185.73.246,29,9,3.2222222,474,33627.9309450124,-254.3795558480,-254.3795558480
42.113.201.151,29,9,3.2222222,332,22856.5343293482,2019.9309090295,2019.9309090295
49.48.233.136,58,18,3.2222222,1686,66935.6674279993,706.6522392992,726.4119778900
113.185.41.226,29,9,3.2222222,288,22832.1905083844,1736.2261702627,1736.2261702627
113.185.72.221,29,9,3.2222222,452,87219.9768961518,6956.9338962097,7064.9225836161
42.114.44.146,29,9,3.2222222,595,37218.4331976394,3898.2672103459,3898.2672103459
42.113.203.248,29,9,3.2222222,551,17353.8530368043,-2552.6809229383,-2552.6809229383
42.113.248.253,29,9,3.2222222,566,21747.8749483774,1562.3254478697,1562.3254478697
113.185.77.64,29,9,3.2222222,664,36073.6783063336,2685.1455178891,2685.1455178891
42.114.44.137,29,9,3.2222222,364,13484.1464440761,-726.7373360792,-726.7373360792
42.113.248.242,29,9,3.2222222,406,12299.6678394423,1992.2959337556,1992.2959337556
171.251.152.99,29,9,3.2222222,390,46539.9132284499,-2966.0244986830,-2966.0244986830
103.199.57.59,45,14,3.2142857,1344,45001.8260155129,-2036.0989089183,-2036.0989089183
113.185.74.252,32,10,3.2000000,340,31782.5370617359,8800.0759872499,8800.0759872499
103.199.32.56,32,10,3.2000000,740,97323.0570199865,2800.2683088218,2800.2683088218
113.185.78.89,32,10,3.2000000,484,36905.6021984924,-6540.8224359016,-6540.8224359016
113.185.78.43,32,10,3.2000000,1531,139212.4727276004,365.2001325937,365.2001325937
113.185.77.197,32,10,3.2000000,886,87600.8294599278,8162.9300186211,8173.7002981033
49.49.225.108,32,10,3.2000000,874,38844.0665792021,1091.4052621761,1092.3379373157
113.185.75.151,32,10,3.2000000,505,25834.8996601701,2294.0841891142,2294.0841891142
113.185.45.80,32,10,3.2000000,383,36942.5995099648,2773.6863919283,2773.6863919283
49.48.233.41,64,20,3.2000000,1584,57551.7879461622,438.4309633465,438.9273160497
49.49.225.122,32,10,3.2000000,1187,100192.9584841599,8231.7938100502,8232.8478739452
113.185.46.61,32,10,3.2000000,478,14511.1323585405,1566.3868876414,1566.3868876414
49.49.225.208,32,10,3.2000000,796,15764.5276162885,-1341.9898575852,-1339.7546452237
49.48.233.161,51,16,3.1875000,2569,73716.5360717036,-4664.3272084031,-4663.2510565038
49.49.225.169,35,11,3.1818182,877,27128.4711797406,116.5104475765,118.2650629226
117.20.154.121,35,11,3.1818182,1537,714820.8060049356,120396.1143481020,120625.6984826248
103.199.57.244,35,11,3.1818182,771,35894.5058296692,3935.1862460988,3935.1862460988
42.113.203.177,35,11,3.1818182,500,29807.3390378005,92.9582859681,92.9582859681
49.49.225.91,38,12,3.1666667,1297,32009.5028383439,-3180.2795622399,-3180.2795622399
42.113.203.215,38,12,3.1666667,873,50486.1091444028,514.9750964529,514.9750964529
49.49.225.252,38,12,3.1666667,1340,26888.2551351447,-3710.5164010504,-3703.9113774146
49.49.225.200,38,12,3.1666667,1123,132598.7150305050,1667.6367347750,1688.3391251125
49.49.225.113,41,13,3.1538462,1112,38233.8940247493,-2099.3169667797,-2064.1846302999
103.199.56.235,41,13,3.1538462,1003,43107.2821695279,1078.5873713930,1079.5351727350
42.113.248.75,41,13,3.1538462,1775,71059.4609465070,3444.9758029166,3444.9758029166
49.49.225.198,41,13,3.1538462,390,6293.1229171807,-71.8935902222,-71.5665657362
113.185.78.10,22,7,3.1428571,545,17998.6846764669,-2922.9963375075,-2922.9963375075
113.185.77.129,22,7,3.1428571,295,34868.0191335913,-971.5961004940,-967.1412472445
42.114.44.85,22,7,3.1428571,841,26099.0559057753,-56.3555627474,-56.3555627474
113.185.83.226,22,7,3.1428571,172,14845.4031066337,4464.8172289039,4464.8172289039
103.249.23.55,22,7,3.1428571,747,44179.2264696286,-1208.1569155543,-1208.1569155543
103.199.71.107,22,7,3.1428571,435,9896.6381209515,724.0224613775,724.0224613775
113.185.73.18,22,7,3.1428571,196,6191.9944149096,1901.5877609111,1901.5877609111
113.185.42.164,22,7,3.1428571,205,29187.0163929822,2373.2850563777,2373.2850563777
113.185.79.27,22,7,3.1428571,645,25532.8465965992,1037.4522127294,1037.4522127294
113.185.77.219,22,7,3.1428571,451,27377.8673385389,359.2762138273,359.2762138273
113.185.43.174,22,7,3.1428571,168,12886.8675410828,-1680.7808019147,-1680.7808019147
103.199.43.155,22,7,3.1428571,744,39946.9971559522,513.3340981337,513.3340981337
113.185.74.78,22,7,3.1428571,318,19122.7909554826,-4246.2692656159,-4246.2692656159
42.113.201.59,22,7,3.1428571,297,33717.0352536049,-4310.2772447830,-4310.2772447830
42.113.201.92,22,7,3.1428571,330,27595.1482969094,-3753.0519306341,-3753.0519306341
113.185.79.134,22,7,3.1428571,382,13508.1164711144,1737.0860089767,1737.0860089767
42.113.248.29,22,7,3.1428571,409,29188.2868577445,905.0989783436,905.0989783436
113.185.77.131,22,7,3.1428571,165,6198.0779550598,729.3657907560,729.3657907560
113.185.44.116,22,7,3.1428571,715,122442.0101596853,-15205.4055477080,-15205.4055477080
103.199.68.30,22,7,3.1428571,461,9253.7760162284,295.8235159617,295.8235159617
113.185.47.71,22,7,3.1428571,570,116187.3702098476,8135.7536880005,8135.7536880005
113.185.80.197,22,7,3.1428571,401,10749.6400028096,-872.1626914858,-872.1626914858
113.185.77.50,22,7,3.1428571,248,11106.1382971237,669.6708307359,669.6708307359
42.114.44.118,22,7,3.1428571,237,4558.9942450963,247.0717667537,247.0717667537
42.114.44.83,22,7,3.1428571,1103,36988.8399323277,4615.7402484126,4615.7402484126
42.113.248.99,22,7,3.1428571,262,24228.2961197244,2880.8426607961,2880.8426607961
113.185.45.22,22,7,3.1428571,444,32219.8592190601,4961.6691084353,4961.6691084353
42.113.201.26,22,7,3.1428571,495,44787.3642753096,-1356.0594939734,-1356.0594939734
103.199.71.44,22,7,3.1428571,292,41090.0577230949,5674.3321098252,5674.3321098252
113.185.82.150,22,7,3.1428571,313,14975.0543586587,596.5569924793,596.5569924793
103.199.71.54,22,7,3.1428571,444,22657.9884106755,-116.9646584220,-116.9646584220
113.185.83.135,22,7,3.1428571,211,13933.4343868944,-3692.8892609218,-3692.8892609218
113.185.45.253,22,7,3.1428571,193,41582.2739600000,1103.5694366697,1103.5694366697
115.76.50.140,22,7,3.1428571,330,5174.4911911057,-121.8122602589,-121.8122602589
113.185.47.102,22,7,3.1428571,361,31129.8985921368,-1004.0209392146,-1004.0209392146
113.185.44.216,22,7,3.1428571,218,91542.2560279435,-2553.1483846359,-2553.1483846359
113.185.82.177,22,7,3.1428571,216,85726.3020471434,2968.4459154962,2968.4459154962
113.185.79.46,22,7,3.1428571,395,9289.9400600781,1955.6734665142,1955.6734665142
113.185.76.26,22,7,3.1428571,234,9534.4569759185,871.7391142681,871.7391142681
113.185.41.107,22,7,3.1428571,242,11949.7128000142,-247.5129163846,-247.5129163846
113.185.76.212,22,7,3.1428571,232,6352.8356669637,58.4403629977,58.4403629977
103.199.69.29,22,7,3.1428571,498,36731.1278127691,2766.6786399286,2766.6786399286
103.199.70.234,22,7,3.1428571,176,7180.5689897731,-3129.4903874920,-3129.4903874920
103.199.68.10,22,7,3.1428571,552,17168.1997533840,1533.3414335009,1533.3414335009
113.185.82.74,22,7,3.1428571,518,33654.5215423434,-6560.2464562636,-6560.2464562636
103.199.71.91,22,7,3.1428571,495,20448.1252345658,-2440.9250275529,-2440.9250275529
103.249.21.28,22,7,3.1428571,668,13761.8946309622,608.4722698439,608.4722698439
113.185.76.124,22,7,3.1428571,365,40508.9217624941,-524.3507960535,-524.3507960535
113.185.72.183,22,7,3.1428571,451,37474.7940102573,3288.5838498236,3297.2213477440
113.185.74.223,22,7,3.1428571,374,113860.8614910892,9094.0817128845,9094.0817128845
113.185.79.65,22,7,3.1428571,676,55167.6021039915,-6589.7481477848,-6589.7481477848
103.199.70.9,22,7,3.1428571,439,12471.8518176071,-1755.0571016896,-1755.0571016896
113.185.44.201,22,7,3.1428571,185,56108.8073847816,-12327.6486341819,-12327.6486341819
113.185.77.34,22,7,3.1428571,888,17406.6712145640,3308.7456199116,3308.7456199116
113.185.75.24,22,7,3.1428571,414,46098.3515860261,-7629.7054479931,-7629.7054479931
42.113.248.100,22,7,3.1428571,371,14126.9984186301,712.4179033551,712.4179033551
113.185.73.120,22,7,3.1428571,141,54739.8269522941,-13310.4801555070,-13310.4801555070
113.185.46.47,22,7,3.1428571,341,28705.8449312150,-3768.8234972687,-3768.8234972687
113.185.74.137,22,7,3.1428571,553,27719.6685814658,840.0275916083,840.0275916083
113.185.82.254,22,7,3.1428571,244,19803.3599156611,1159.4729261775,1159.4729261775
113.185.72.137,22,7,3.1428571,205,10281.7716511471,1159.4037495744,1159.4037495744
113.185.46.28,22,7,3.1428571,302,21502.2690243269,-3271.9018002327,-3271.9018002327
113.185.47.174,22,7,3.1428571,312,16032.5010258173,1905.6865469246,1905.6865469246
113.185.46.27,22,7,3.1428571,276,20550.6055077031,778.3769015364,778.3769015364
113.185.75.2,22,7,3.1428571,218,7087.3704210648,-1673.6395556687,-1673.6395556687
171.253.158.97,22,7,3.1428571,182,10529.8961349013,-2532.7267288738,-2532.7267288738
113.185.76.128,22,7,3.1428571,677,61321.1030479392,-10316.9462054626,-10316.9462054626
49.49.225.17,44,14,3.1428571,906,30728.1580927646,30.4107010985,119.9199135367
113.185.41.195,22,7,3.1428571,233,33023.8693831126,5308.7137096579,5308.7137096579
113.185.45.157,22,7,3.1428571,177,10084.5301389865,907.7031101004,907.7031101004
103.199.68.202,22,7,3.1428571,317,18173.9764808624,3492.8460991819,3492.8460991819
42.113.201.64,22,7,3.1428571,571,28711.0584260214,427.3118590847,427.3118590847
113.185.42.118,22,7,3.1428571,196,18242.0042685890,-6684.8849548536,-6684.8849548536
113.185.41.230,22,7,3.1428571,329,215121.4041581580,-40661.6587770306,-40661.6587770306
103.199.68.45,22,7,3.1428571,562,28151.3572319729,-2019.8084413564,-2019.8084413564
113.185.45.55,22,7,3.1428571,276,14930.6467111422,2768.9718133024,2768.9718133024
113.185.76.190,22,7,3.1428571,258,39637.3298389725,-17162.4751938390,-17162.4751938390
113.185.77.101,22,7,3.1428571,238,12650.7850110572,-1676.4765704156,-1676.4765704156
113.185.45.58,22,7,3.1428571,205,9915.6957533394,2445.2067709904,2445.2067709904
113.185.82.85,22,7,3.1428571,668,43488.0678265919,1325.2425572094,1325.2425572094
42.113.248.34,22,7,3.1428571,455,15511.0710257484,322.7269289151,322.7269289151
113.185.47.30,22,7,3.1428571,512,228072.6439660076,27635.9915200408,27635.9915200408
103.199.43.133,22,7,3.1428571,601,56767.7444324815,5179.8945811465,5179.8945811465
42.113.248.52,22,7,3.1428571,798,19512.3528680769,-1527.0738748829,-1527.0738748829
113.185.73.32,22,7,3.1428571,328,9320.3547754613,2315.8679609251,2315.8679609251
113.185.79.110,22,7,3.1428571,455,64932.0297909503,6013.1725170506,6013.1725170506
49.230.145.147,22,7,3.1428571,754,24576.7153737818,1861.7896289412,1861.7896289412
113.185.74.2,22,7,3.1428571,650,28186.8836551393,-6080.7223806014,-6080.7223806014
113.185.77.166,22,7,3.1428571,243,17402.0023020634,638.6114323671,638.6114323671
113.185.74.3,22,7,3.1428571,260,15642.3987515968,-4277.0210466167,-4277.0210466167
103.199.70.121,22,7,3.1428571,285,6403.2282304296,-2103.9445821740,-2103.9445821740
113.185.75.183,22,7,3.1428571,314,26519.3388276420,1543.2174504206,1543.2174504206
42.113.201.104,22,7,3.1428571,510,18097.7371730060,-2708.8534705218,-2708.8534705218
125.235.174.36,22,7,3.1428571,325,11488.2287786041,-92.9516466692,-92.9516466692
113.185.78.246,22,7,3.1428571,331,9376.5475771353,-1414.1533489989,-1414.1533489989
113.185.76.68,22,7,3.1428571,399,55334.8058483766,-4776.5290903941,-4776.5290903941
113.185.72.177,22,7,3.1428571,330,50790.5505379139,4686.5031550114,4686.5031550114
42.113.201.205,22,7,3.1428571,646,52923.6738262727,2704.8670296446,2704.8670296446
113.185.73.141,22,7,3.1428571,222,12925.9632342931,2226.6193167065,2226.6193167065
103.199.71.229,22,7,3.1428571,351,15391.8591310287,-1441.2119266631,-1441.2119266631
42.113.201.115,22,7,3.1428571,314,56197.6913191754,-23647.7995599486,-23647.7995599486
113.185.78.227,22,7,3.1428571,457,22973.7470021609,-812.0380440353,-812.0380440353
113.185.73.135,22,7,3.1428571,211,8323.0096832216,1329.8290228282,1329.8290228282
42.113.203.167,22,7,3.1428571,317,10903.8389314419,296.2612694185,296.2612694185
113.185.42.7,22,7,3.1428571,289,48482.4387516366,1821.2415261511,1821.2415261511
103.199.69.102,22,7,3.1428571,229,4222.1100156065,-915.3664063974,-915.3664063974
113.185.78.241,22,7,3.1428571,319,16639.1487216492,-2960.1854695251,-2960.1854695251
113.185.46.54,22,7,3.1428571,201,7993.5507646774,-81.1380193402,-81.1380193402
113.185.42.16,22,7,3.1428571,301,13422.3838397221,449.4949815518,449.4949815518
103.199.41.150,22,7,3.1428571,327,13196.0900321931,-3129.7408991976,-3129.7408991976
113.185.78.181,22,7,3.1428571,623,38522.6429664543,-1446.1757759415,-1446.1757759415
113.185.78.112,22,7,3.1428571,857,125785.4634868278,1367.1372721651,1367.1372721651
113.185.44.53,22,7,3.1428571,399,39577.4750983476,-601.9284361471,-601.9284361471
113.185.87.54,22,7,3.1428571,419,16430.3166365730,1982.5757843733,1982.5757843733
171.253.137.82,22,7,3.1428571,415,32640.7954420237,-5019.1008630063,-5019.1008630063
113.185.78.116,22,7,3.1428571,779,20670.5608144839,1289.2159042813,1289.2159042813
113.185.86.30,22,7,3.1428571,295,38703.1038895963,3006.3046447917,3006.3046447917
14.230.126.254,22,7,3.1428571,2579,7353.6777424893,-746.5855988408,-746.5855988408
103.199.68.135,22,7,3.1428571,358,13146.1440111144,226.9187044921,226.9187044921
42.114.44.132,22,7,3.1428571,264,9941.5452127545,-1703.2264021821,-1703.2264021821
103.199.68.147,22,7,3.1428571,430,16710.9402278020,-1110.6743424158,-1110.6743424158
42.113.248.10,25,8,3.1250000,1072,75189.4276239612,-539.8297626548,-539.8297626548
113.185.44.189,25,8,3.1250000,307,14685.5180540757,-2087.5746581535,-2087.5746581535
113.185.72.214,25,8,3.1250000,351,8920.8046780344,-562.6190836541,-562.6190836541
103.199.68.249,25,8,3.1250000,543,24528.7402854440,-3334.5154156491,-3334.5154156491
113.185.75.187,25,8,3.1250000,242,12143.0241562646,-1116.1980939998,-1116.1980939998
113.185.79.145,25,8,3.1250000,692,58715.9012430567,-9253.8957859952,-9253.8957859952
113.185.75.100,25,8,3.1250000,413,12371.2192369624,2402.4494992428,2402.4494992428
113.185.75.114,25,8,3.1250000,456,29400.6788628534,-9298.6273960262,-9298.6273960262
113.185.77.143,25,8,3.1250000,503,26182.9734691272,907.3601038811,914.4293513163
42.113.248.20,25,8,3.1250000,329,22838.7732753669,1793.4411626124,1793.4411626124
42.113.203.127,25,8,3.1250000,619,53541.6361973383,-9561.7132087854,-9561.7132087854
49.230.146.69,25,8,3.1250000,1030,58344.1033756122,-763.4284201913,-759.3291567441
42.113.201.158,25,8,3.1250000,375,14234.4407764308,-1748.9911751666,-1748.9911751666
113.185.79.229,25,8,3.1250000,326,6878.5754362934,-575.5729641679,-575.5729641679
113.185.87.13,25,8,3.1250000,267,11023.3737413964,-158.0938792311,-158.0938792311
42.113.248.109,25,8,3.1250000,181,11174.3456448746,1771.1854968235,1771.1854968235
113.185.77.38,25,8,3.1250000,310,8354.9224316006,-979.8592123302,-979.8592123302
113.185.73.2,25,8,3.1250000,232,166166.3373483194,18137.5118911298,18137.5118911298
113.185.41.144,25,8,3.1250000,571,109144.1882038172,-5892.7508103598,-5892.7508103598
113.185.77.26,25,8,3.1250000,403,15892.0828356332,-1456.8510426323,-1456.8510426323
113.185.42.29,25,8,3.1250000,569,41039.8164827711,-1793.8421859372,-1793.8421859372
113.185.72.92,25,8,3.1250000,631,32520.3975484246,1996.7235566579,1996.7235566579
113.185.74.127,25,8,3.1250000,632,72372.2342188244,-2338.3462529731,-2338.3462529731
113.185.87.153,25,8,3.1250000,351,56711.2621604727,2642.3199001560,2642.3199001560
113.185.41.170,25,8,3.1250000,299,92167.4092219596,-12081.8581011741,-12081.8581011741
42.113.248.7,25,8,3.1250000,213,16967.9217515105,-1867.9142140998,-1867.9142140998
113.185.45.65,25,8,3.1250000,379,37619.1577355564,-2349.1959747710,-2349.1959747710
113.185.42.149,25,8,3.1250000,345,41970.0602587067,1715.8198055255,1715.8198055255
113.185.72.74,25,8,3.1250000,395,82202.9113454013,-13755.1898365042,-13755.1898365042
113.185.78.56,25,8,3.1250000,687,29092.5799945233,458.5543219069,458.5543219069
42.113.248.42,25,8,3.1250000,369,17386.2019080303,-293.0403671031,-293.0403671031
42.114.44.31,25,8,3.1250000,283,49054.6669201269,-2389.3591657380,-2389.3591657380
42.113.248.56,25,8,3.1250000,497,29172.0197343989,-311.0083377647,-311.0083377647
113.185.47.226,25,8,3.1250000,625,40090.4622764328,-2015.6830435317,-2015.6830435317
113.185.44.252,25,8,3.1250000,465,72547.7449396087,-3401.3675515338,-3401.3675515338
113.185.45.1,25,8,3.1250000,365,46804.2602052471,-4503.3435467097,-4503.3435467097
42.113.248.130,25,8,3.1250000,419,58537.8424414333,-12801.6580230386,-12801.6580230386
113.185.73.159,25,8,3.1250000,309,34155.1428811110,4819.0255023220,4819.0255023220
113.185.87.53,25,8,3.1250000,305,44084.9901816697,19107.6367622371,19107.6367622371
49.49.225.185,50,16,3.1250000,768,23468.4277261888,-10475.6940707808,-10422.3961668907
113.185.75.72,25,8,3.1250000,380,6011.6913671593,219.9353682325,219.9353682325
113.185.86.39,25,8,3.1250000,410,41547.9648196350,1069.4196745293,1069.4196745293
113.185.77.66,25,8,3.1250000,308,21910.1690267073,2312.5709337307,2312.5709337307
42.113.203.44,25,8,3.1250000,341,19177.1413959359,-1796.3900309900,-1796.3900309900
113.185.87.105,25,8,3.1250000,329,57005.6894242894,10531.4507000707,10531.4507000707
113.185.72.57,25,8,3.1250000,604,29511.3305517918,-9105.0148994223,-9104.8447492281
182.232.91.162,25,8,3.1250000,338,7266.6835436090,-487.2691503885,-487.2691503885
113.185.77.163,25,8,3.1250000,194,59261.7578240246,-12202.0228718536,-12202.0228718536
113.185.81.110,25,8,3.1250000,581,88774.8839282027,5283.0051530150,5283.0051530150
113.185.87.27,25,8,3.1250000,541,37038.4312109719,1671.2343977036,1671.2343977036
113.185.46.120,28,9,3.1111111,421,31779.0585795688,-506.3461033020,-506.3461033020
113.185.76.174,28,9,3.1111111,361,78751.1148788219,6643.5655656886,6643.5655656886
42.114.44.67,28,9,3.1111111,642,13113.1882376224,-568.9183651717,-568.9183651717
113.185.41.156,28,9,3.1111111,317,21234.7094599865,258.5880892823,258.5880892823
42.114.44.55,28,9,3.1111111,452,36162.7584382358,-2720.5443489716,-2720.5443489716
113.185.47.14,28,9,3.1111111,524,13863.4317669613,1137.0141298883,1137.0141298883
113.185.74.28,28,9,3.1111111,260,8697.9145245791,-964.8503728290,-964.8503728290
113.185.47.204,28,9,3.1111111,1102,70256.6541836019,-12572.9790562896,-12572.9790562896
49.48.233.66,56,18,3.1111111,2082,54722.4692371747,-17481.8372153890,-17462.0057032992
113.185.76.160,28,9,3.1111111,602,26738.7105511819,-1140.7898573368,-1140.7898573368
113.185.77.238,28,9,3.1111111,344,15371.7696039714,942.5604337077,942.5604337077
42.113.203.208,28,9,3.1111111,763,45195.3813310647,-2779.9762510445,-2779.9762510445
113.185.73.128,28,9,3.1111111,286,21750.7659665704,7076.6831465088,7076.6831465088
113.185.46.25,28,9,3.1111111,225,19967.4039929681,-1739.4295403771,-1739.4295403771
113.185.41.145,28,9,3.1111111,778,48130.0250644259,-2127.8815590129,-2127.8815590129
113.185.73.193,28,9,3.1111111,272,13437.1494655988,1684.8038714996,1684.8038714996
113.185.73.197,28,9,3.1111111,708,15301.1404785976,-214.2415516428,-214.2415516428
42.114.44.9,28,9,3.1111111,497,22701.5205921295,1838.4441002893,1838.4441002893
42.114.44.100,28,9,3.1111111,472,20152.9423516155,3138.4020749045,3138.4020749045
113.185.75.27,28,9,3.1111111,315,19562.3504904347,-2390.2330227106,-2390.2330227106
113.185.42.58,28,9,3.1111111,257,51703.3809410749,-12904.7105166700,-12904.7105166700
42.113.203.100,28,9,3.1111111,173,21426.3654502235,-4519.3483562699,-4519.3483562699
113.185.73.7,28,9,3.1111111,598,205831.1533258987,-9041.9926330475,-9041.9926330475
113.185.46.109,28,9,3.1111111,457,66944.5316772221,-10358.5395959748,-10358.5395959748
113.185.45.85,28,9,3.1111111,471,64545.1471827040,3385.8699474020,3385.8699474020
27.65.21.235,28,9,3.1111111,397,14528.7137686445,-165.1620642891,-165.1620642891
103.199.68.194,28,9,3.1111111,490,53587.9122967706,-2555.2308219282,-2555.2308219282
42.114.44.24,28,9,3.1111111,332,11849.4542005064,610.4993696920,610.4993696920
42.113.203.195,28,9,3.1111111,510,37894.1574118270,6079.6071043706,6079.6071043706
113.185.41.224,28,9,3.1111111,241,21718.4152092619,-4007.8768152991,-4007.8768152991
113.185.47.241,28,9,3.1111111,535,45103.2853754809,879.7762154924,879.7762154924
113.185.47.56,28,9,3.1111111,241,25959.7057961484,-6531.9387809153,-6531.9387809153
113.185.74.42,28,9,3.1111111,758,106708.9875084745,3744.7366653217,3744.7366653217
113.185.74.173,28,9,3.1111111,801,58724.8923612369,2042.9073312672,2042.9073312672
49.49.225.187,28,9,3.1111111,473,8588.8422506371,-1681.1898880588,-1681.1898880588
42.114.44.251,28,9,3.1111111,705,57649.8882991752,-3417.8645283564,-3417.8645283564
113.185.47.136,28,9,3.1111111,184,39090.3060672358,5860.9175424358,5860.9175424358
42.113.203.40,28,9,3.1111111,772,26064.9287094834,-129.3700748156,-129.3700748156
113.185.78.210,28,9,3.1111111,460,89403.8428305408,-18988.4477612494,-18988.4477612494
113.185.78.212,28,9,3.1111111,373,24200.5019766356,989.5801326751,989.5801326751
113.185.72.29,28,9,3.1111111,574,23460.0826057974,-549.0643780989,-549.0643780989
113.185.75.69,28,9,3.1111111,574,35850.2162162825,-1743.5452118996,-1743.5452118996
104.28.163.52,28,9,3.1111111,424,78006.7945467416,11494.9291115507,11497.5065367758
49.48.233.184,59,19,3.1052632,1984,65894.2562715818,-5173.9128419946,-5165.5742253110
49.48.233.152,59,19,3.1052632,1699,44688.3068602915,600.8061178623,604.4137508444
49.49.225.97,31,10,3.1000000,1091,23747.1233182399,-4.2934941095,-3.7142868951
49.49.225.110,31,10,3.1000000,860,12486.8674027279,-654.8262038777,-654.2512500941
113.185.46.136,31,10,3.1000000,638,34677.4064450470,2456.5957370119,2456.5957370119
117.20.154.54,31,10,3.1000000,1463,142546.8000579750,-20645.2039360851,-20206.6572982399
113.185.73.94,31,10,3.1000000,377,15133.2747437168,-3203.7193091274,-3161.3170466084
113.185.44.181,31,10,3.1000000,435,63434.6530661143,3476.6707433401,3476.6707433401
49.49.225.69,31,10,3.1000000,1359,24879.5023878542,-6382.2322788885,-6381.4092232100
42.113.203.210,31,10,3.1000000,640,31270.9801058058,-1596.9909292253,-1596.9909292253
42.113.203.209,31,10,3.1000000,743,13133.6520455068,-1288.0341487940,-1288.0341487940
42.113.248.89,31,10,3.1000000,797,30893.2209935607,-1430.3243862883,-1430.3243862883
49.49.225.18,31,10,3.1000000,954,26852.6210381396,609.9318391919,620.1898152400
113.185.74.164,31,10,3.1000000,403,55556.9455135918,-3228.6596042997,-3228.6596042997
49.49.225.165,31,10,3.1000000,1138,22265.1144422848,4533.2423290054,4589.2862208563
103.199.70.25,31,10,3.1000000,564,25239.1165428515,2701.3133510809,2701.3133510809
42.113.248.136,31,10,3.1000000,415,24181.8361709057,3247.7687784839,3247.7687784839
103.199.70.63,31,10,3.1000000,340,19923.2650570940,-2265.6310587696,-2265.6310587696
113.185.45.3,31,10,3.1000000,1606,205307.0645616633,-8108.2257667659,-8108.2257667659
42.113.203.126,34,11,3.0909091,490,22379.6378929437,-502.3568061279,-502.3568061279
42.113.203.19,34,11,3.0909091,246,10221.2392164434,-1520.4027772572,-1520.2158341917
42.113.203.114,34,11,3.0909091,1054,56274.8913651730,2430.9847504964,2430.9847504964
42.113.203.151,34,11,3.0909091,442,39297.3671541106,-857.4098975055,-857.4098975055
113.185.76.218,34,11,3.0909091,557,28853.5498520509,591.0481153432,591.0481153432
